unit_name,unit_url,unit,performer_name,performer_url
いつもここから,https://www.geireki.net/entertainers/99,combi,菊地秀規,https://www.geireki.net/perfomers/610
いつもここから,https://www.geireki.net/entertainers/99,combi,山田一成,https://www.geireki.net/perfomers/2208
いぬ,https://www.geireki.net/entertainers/101,combi,太田隆司,https://www.geireki.net/perfomers/356
いぬ,https://www.geireki.net/entertainers/101,combi,有馬徹,https://www.geireki.net/perfomers/94
イヌがニャーと泣いた日,https://www.geireki.net/entertainers/102,combi,たいがー・りー,https://www.geireki.net/perfomers/1138
イヌコネクション,https://www.geireki.net/entertainers/103,combi,杉浦元,https://www.geireki.net/perfomers/1050
イヌコネクション,https://www.geireki.net/entertainers/103,combi,戸川 創太,https://www.geireki.net/perfomers/2451
井下好井,https://www.geireki.net/entertainers/105,combi,井下大活躍,https://www.geireki.net/perfomers/220
井下好井,https://www.geireki.net/entertainers/105,combi,好井まさお,https://www.geireki.net/perfomers/2287
入間国際宣言,https://www.geireki.net/entertainers/107,combi,千葉ゴウ,https://www.geireki.net/perfomers/1281
入間国際宣言,https://www.geireki.net/entertainers/107,combi,西田 好孝,https://www.geireki.net/perfomers/2630
イワイガワ,https://www.geireki.net/entertainers/108,combi,井川修司,https://www.geireki.net/perfomers/125
イワイガワ,https://www.geireki.net/entertainers/108,combi,岩井ジョニ男,https://www.geireki.net/perfomers/237
インディアンス,https://www.geireki.net/entertainers/109,combi,きむ,https://www.geireki.net/perfomers/647
インディアンス,https://www.geireki.net/entertainers/109,combi,田渕章裕,https://www.geireki.net/perfomers/1250
インパルス,https://www.geireki.net/entertainers/112,combi,板倉俊之,https://www.geireki.net/perfomers/191
インパルス,https://www.geireki.net/entertainers/112,combi,堤下敦,https://www.geireki.net/perfomers/1320
インポッシブル,https://www.geireki.net/entertainers/113,combi,えいじ,https://www.geireki.net/perfomers/2455
インポッシブル,https://www.geireki.net/entertainers/113,combi,ひるちゃん,https://www.geireki.net/perfomers/2456
ウーマンラッシュアワー,https://www.geireki.net/entertainers/117,combi,中川パラダイス,https://www.geireki.net/perfomers/1422
ウーマンラッシュアワー,https://www.geireki.net/entertainers/117,combi,村本大輔,https://www.geireki.net/perfomers/2089
上木総合研究所,https://www.geireki.net/entertainers/120,combi,キューティー上木,https://www.geireki.net/perfomers/661
上木総合研究所,https://www.geireki.net/entertainers/120,combi,ロマンス河野,https://www.geireki.net/perfomers/2570
ウエストランド,https://www.geireki.net/entertainers/121,combi,河本太,https://www.geireki.net/perfomers/753
ウエストランド,https://www.geireki.net/entertainers/121,combi,井口浩之,https://www.geireki.net/perfomers/128
うしろシティ,https://www.geireki.net/entertainers/127,combi,阿諏訪泰義,https://www.geireki.net/perfomers/53
うしろシティ,https://www.geireki.net/entertainers/127,combi,金子学,https://www.geireki.net/perfomers/538
ウッチャンナンチャン,https://www.geireki.net/entertainers/130,combi,内村光良,https://www.geireki.net/perfomers/278
ウッチャンナンチャン,https://www.geireki.net/entertainers/130,combi,南原清隆,https://www.geireki.net/perfomers/1507
海原はるか・かなた,https://www.geireki.net/entertainers/132,combi,海原かなた,https://www.geireki.net/perfomers/291
海原はるか・かなた,https://www.geireki.net/entertainers/132,combi,海原はるか,https://www.geireki.net/perfomers/293
裏切りマンキーコング,https://www.geireki.net/entertainers/134,combi,風次,https://www.geireki.net/perfomers/1109
裏切りマンキーコング,https://www.geireki.net/entertainers/134,combi,にしざわ学園,https://www.geireki.net/perfomers/2512
うるとらブギーズ,https://www.geireki.net/entertainers/135,combi,佐々木崇博,https://www.geireki.net/perfomers/887
うるとらブギーズ,https://www.geireki.net/entertainers/135,combi,八木 崇,https://www.geireki.net/perfomers/2443
エイトブリッジ,https://www.geireki.net/entertainers/137,combi,別府ともひこ,https://www.geireki.net/perfomers/1829
エイトブリッジ,https://www.geireki.net/entertainers/137,combi,篠栗たかし,https://www.geireki.net/perfomers/891
ABブラザーズ,https://www.geireki.net/entertainers/140,combi,中山秀征,https://www.geireki.net/perfomers/1475
エクステンション,https://www.geireki.net/entertainers/142,combi,ペレ草田,https://www.geireki.net/perfomers/1832
江戸むらさき,https://www.geireki.net/entertainers/145,combi,野村浩二,https://www.geireki.net/perfomers/1564
エリートヤンキー,https://www.geireki.net/entertainers/150,combi,みのるチャチャチャ♪,https://www.geireki.net/perfomers/2027
LLR,https://www.geireki.net/entertainers/151,combi,伊藤智博,https://www.geireki.net/perfomers/204
LLR,https://www.geireki.net/entertainers/151,combi,福田恵悟,https://www.geireki.net/perfomers/1761
エル・カブキ,https://www.geireki.net/entertainers/152,combi,デロリアン林,https://www.geireki.net/perfomers/1352
エル・カブキ,https://www.geireki.net/entertainers/152,combi,エル上田,https://www.geireki.net/perfomers/321
エルシャラカーニ,https://www.geireki.net/entertainers/153,combi,セイワ太一,https://www.geireki.net/perfomers/1097
エルシャラカーニ,https://www.geireki.net/entertainers/153,combi,山本しろう,https://www.geireki.net/perfomers/2230
エレキコミック,https://www.geireki.net/entertainers/156,combi,今立進,https://www.geireki.net/perfomers/229
エレキコミック,https://www.geireki.net/entertainers/156,combi,やついいちろう,https://www.geireki.net/perfomers/2158
エレファントジョン,https://www.geireki.net/entertainers/157,combi,加藤憲,https://www.geireki.net/perfomers/519
エレファントジョン,https://www.geireki.net/entertainers/157,combi,ガッテン森枝,https://www.geireki.net/perfomers/511
演芸おんせん,https://www.geireki.net/entertainers/159,combi,杉山栄一,https://www.geireki.net/perfomers/1058
演芸おんせん,https://www.geireki.net/entertainers/159,combi,矢巻駿,https://www.geireki.net/perfomers/2631
えんにち,https://www.geireki.net/entertainers/161,combi,アイパー滝沢,https://www.geireki.net/perfomers/10
崋山,https://www.geireki.net/entertainers/163,combi,にこらす,https://www.geireki.net/perfomers/2435
崋山,https://www.geireki.net/entertainers/163,combi,やすい,https://www.geireki.net/perfomers/2436
おいでやすこが,https://www.geireki.net/entertainers/164,combi,おいでやす小田,https://www.geireki.net/perfomers/324
おいでやすこが,https://www.geireki.net/entertainers/164,combi,こがけん,https://www.geireki.net/perfomers/762
オオカミ少年,https://www.geireki.net/entertainers/165,combi,浜口裕章,https://www.geireki.net/perfomers/1638
オオカミ少年,https://www.geireki.net/entertainers/165,combi,片岡正徳,https://www.geireki.net/perfomers/506
大木こだま・ひびき,https://www.geireki.net/entertainers/166,combi,大木こだま,https://www.geireki.net/perfomers/336
大木こだま・ひびき,https://www.geireki.net/entertainers/166,combi,大木ひびき,https://www.geireki.net/perfomers/337
オーケイ,https://www.geireki.net/entertainers/168,combi,小島弘章,https://www.geireki.net/perfomers/770
オーケイ,https://www.geireki.net/entertainers/168,combi,岡山 祐児,https://www.geireki.net/perfomers/2622
オードリー,https://www.geireki.net/entertainers/173,combi,春日俊彰,https://www.geireki.net/perfomers/499
オードリー,https://www.geireki.net/entertainers/173,combi,若林正恭,https://www.geireki.net/perfomers/2375
オールディーズ,https://www.geireki.net/entertainers/176,combi,木村祐一,https://www.geireki.net/perfomers/653
オール阪神・巨人,https://www.geireki.net/entertainers/177,combi,オール巨人,https://www.geireki.net/perfomers/389
オール阪神・巨人,https://www.geireki.net/entertainers/177,combi,オール阪神,https://www.geireki.net/perfomers/390
大脇里村ゼミナール,https://www.geireki.net/entertainers/178,combi,大脇拓平,https://www.geireki.net/perfomers/391
おかけんた・ゆうた,https://www.geireki.net/entertainers/179,combi,おかけんた,https://www.geireki.net/perfomers/393
おかけんた・ゆうた,https://www.geireki.net/entertainers/179,combi,おかゆうた,https://www.geireki.net/perfomers/397
オキシジェン,https://www.geireki.net/entertainers/181,combi,三好博道,https://www.geireki.net/perfomers/2062
オキシジェン,https://www.geireki.net/entertainers/181,combi,田中知史,https://www.geireki.net/perfomers/1232
おぎやはぎ,https://www.geireki.net/entertainers/182,combi,小木博明,https://www.geireki.net/perfomers/424
おぎやはぎ,https://www.geireki.net/entertainers/182,combi,矢作兼,https://www.geireki.net/perfomers/2178
オクラホマ,https://www.geireki.net/entertainers/183,combi,河野真也,https://www.geireki.net/perfomers/580
オクラホマ,https://www.geireki.net/entertainers/183,combi,藤尾仁志,https://www.geireki.net/perfomers/1772
オジンオズボーン,https://www.geireki.net/entertainers/185,combi,篠宮暁,https://www.geireki.net/perfomers/955
オジンオズボーン,https://www.geireki.net/entertainers/185,combi,高松新一,https://www.geireki.net/perfomers/1176
オズワルド,https://www.geireki.net/entertainers/187,combi,畠中悠,https://www.geireki.net/perfomers/1609
オズワルド,https://www.geireki.net/entertainers/187,combi,伊藤 俊介,https://www.geireki.net/perfomers/2420
おせつときょうた,https://www.geireki.net/entertainers/188,combi,きょうた,https://www.geireki.net/perfomers/662
おせつときょうた,https://www.geireki.net/entertainers/188,combi,おせつ,https://www.geireki.net/perfomers/444
御茶ノ水男子,https://www.geireki.net/entertainers/190,combi,しいはしジャスタウェイ,https://www.geireki.net/perfomers/939
御茶ノ水男子,https://www.geireki.net/entertainers/190,combi,おもしろ佐藤,https://www.geireki.net/perfomers/467
オッパショ石,https://www.geireki.net/entertainers/192,combi,広田ハヤト,https://www.geireki.net/perfomers/2715
オッパショ石,https://www.geireki.net/entertainers/192,combi,蒲谷 ユウキ,https://www.geireki.net/perfomers/2716
鬼越トマホーク,https://www.geireki.net/entertainers/196,combi,金ちゃん,https://www.geireki.net/perfomers/674
鬼越トマホーク,https://www.geireki.net/entertainers/196,combi,良ちゃん,https://www.geireki.net/perfomers/860
鬼としみちゃむ,https://www.geireki.net/entertainers/197,combi,しみちゃむ,https://www.geireki.net/perfomers/985
鬼としみちゃむ,https://www.geireki.net/entertainers/197,combi,鬼沢さん,https://www.geireki.net/perfomers/615
Over Drive,https://www.geireki.net/entertainers/198,combi,緒方雅史,https://www.geireki.net/perfomers/403
おぼん・こぼん,https://www.geireki.net/entertainers/200,combi,おぼん,https://www.geireki.net/perfomers/462
おぼん・こぼん,https://www.geireki.net/entertainers/200,combi,こぼん,https://www.geireki.net/perfomers/805
オリエンタルラジオ,https://www.geireki.net/entertainers/201,combi,中田敦彦,https://www.geireki.net/perfomers/1438
オリエンタルラジオ,https://www.geireki.net/entertainers/201,combi,藤森慎吾,https://www.geireki.net/perfomers/1786
俺のバカ,https://www.geireki.net/entertainers/204,combi,プチ鹿島,https://www.geireki.net/perfomers/1797
カージナルス,https://www.geireki.net/entertainers/207,combi,ガダルカナル・タカ,https://www.geireki.net/perfomers/509
カージナルス,https://www.geireki.net/entertainers/207,combi,つまみ枝豆,https://www.geireki.net/perfomers/1326
COWCOW,https://www.geireki.net/entertainers/213,combi,多田健二,https://www.geireki.net/perfomers/1214
COWCOW,https://www.geireki.net/entertainers/213,combi,善し,https://www.geireki.net/perfomers/2286
かが屋,https://www.geireki.net/entertainers/216,combi,加賀翔,https://www.geireki.net/perfomers/482
かが屋,https://www.geireki.net/entertainers/216,combi,賀屋壮也,https://www.geireki.net/perfomers/557
カカロニ,https://www.geireki.net/entertainers/217,combi,栗谷 悟史,https://www.geireki.net/perfomers/2407
カカロニ,https://www.geireki.net/entertainers/217,combi,すがやなおひろ,https://www.geireki.net/perfomers/2408
ガクヅケ,https://www.geireki.net/entertainers/218,combi,船引 亮佑,https://www.geireki.net/perfomers/2463
ガクヅケ,https://www.geireki.net/entertainers/218,combi,木田,https://www.geireki.net/perfomers/2464
ガクテンソク,https://www.geireki.net/entertainers/219,combi,よじょう,https://www.geireki.net/perfomers/2319
ガクテンソク,https://www.geireki.net/entertainers/219,combi,奥田修二,https://www.geireki.net/perfomers/427
カゲヤマ,https://www.geireki.net/entertainers/221,combi,タバやん。,https://www.geireki.net/perfomers/1249
カゲヤマ,https://www.geireki.net/entertainers/221,combi,益田康平,https://www.geireki.net/perfomers/1916
火災報知器,https://www.geireki.net/entertainers/222,combi,小林知之,https://www.geireki.net/perfomers/797
火災報知器,https://www.geireki.net/entertainers/222,combi,高松信太郎,https://www.geireki.net/perfomers/1177
ガスマスクガール,https://www.geireki.net/entertainers/226,combi,ヤマゲン,https://www.geireki.net/perfomers/2730
ガスマスクガール,https://www.geireki.net/entertainers/226,combi,畠山達也,https://www.geireki.net/perfomers/1607
かたつむり,https://www.geireki.net/entertainers/228,combi,ピーチ,https://www.geireki.net/perfomers/407
カナリア,https://www.geireki.net/entertainers/236,combi,安達健太郎,https://www.geireki.net/perfomers/57
カナリア,https://www.geireki.net/entertainers/236,combi,ボンざわーるど,https://www.geireki.net/perfomers/1873
カベポスター,https://www.geireki.net/entertainers/243,combi,永見大吾,https://www.geireki.net/perfomers/2493
カベポスター,https://www.geireki.net/entertainers/243,combi,浜田順平,https://www.geireki.net/perfomers/2494
かまいたち,https://www.geireki.net/entertainers/244,combi,山内健司,https://www.geireki.net/perfomers/2186
かまいたち,https://www.geireki.net/entertainers/244,combi,濱家隆一,https://www.geireki.net/perfomers/1637
カミナリ,https://www.geireki.net/entertainers/246,combi,石田たくみ,https://www.geireki.net/perfomers/156
カミナリ,https://www.geireki.net/entertainers/246,combi,竹内まなぶ,https://www.geireki.net/perfomers/1192
かもめんたる,https://www.geireki.net/entertainers/250,combi,岩崎う大,https://www.geireki.net/perfomers/241
かもめんたる,https://www.geireki.net/entertainers/250,combi,槙尾ユウスケ,https://www.geireki.net/perfomers/1906
からし蓮根,https://www.geireki.net/entertainers/252,combi,杉本青空,https://www.geireki.net/perfomers/1056
からし蓮根,https://www.geireki.net/entertainers/252,combi,伊織,https://www.geireki.net/perfomers/2428
カラタチ,https://www.geireki.net/entertainers/253,combi,大山 和也,https://www.geireki.net/perfomers/3053
カラタチ,https://www.geireki.net/entertainers/253,combi,前田 壮太,https://www.geireki.net/perfomers/3054
カラテカ,https://www.geireki.net/entertainers/254,combi,入江慎也,https://www.geireki.net/perfomers/235
カラテカ,https://www.geireki.net/entertainers/254,combi,矢部太郎,https://www.geireki.net/perfomers/2181
ニューカリカ,https://www.geireki.net/entertainers/255,combi,マンボウやしろ,https://www.geireki.net/perfomers/1989
ニューカリカ,https://www.geireki.net/entertainers/255,combi,林よしはる,https://www.geireki.net/perfomers/2521
ガリットチュウ,https://www.geireki.net/entertainers/256,combi,熊谷茶,https://www.geireki.net/perfomers/695
ガリットチュウ,https://www.geireki.net/entertainers/256,combi,福島善成,https://www.geireki.net/perfomers/1758
ガレッジセール,https://www.geireki.net/entertainers/263,combi,川田広樹,https://www.geireki.net/perfomers/577
ガレッジセール,https://www.geireki.net/entertainers/263,combi,ゴリ,https://www.geireki.net/perfomers/821
元祖いちごちゃん,https://www.geireki.net/entertainers/265,combi,植村 侑史,https://www.geireki.net/perfomers/2703
元祖いちごちゃん,https://www.geireki.net/entertainers/265,combi,ハイパーペロちゃん,https://www.geireki.net/perfomers/2704
カンニング,https://www.geireki.net/entertainers/266,combi,中島忠幸,https://www.geireki.net/perfomers/1432
カンニング,https://www.geireki.net/entertainers/266,combi,カンニング竹山,https://www.geireki.net/perfomers/599
祇園,https://www.geireki.net/entertainers/270,combi,木﨑太郎,https://www.geireki.net/perfomers/614
祇園,https://www.geireki.net/entertainers/270,combi,櫻井健一朗,https://www.geireki.net/perfomers/878
きぐるみピエロ,https://www.geireki.net/entertainers/272,combi,こばやしけん太,https://www.geireki.net/perfomers/793
きしたかの,https://www.geireki.net/entertainers/274,combi,岸 大将,https://www.geireki.net/perfomers/2536
きしたかの,https://www.geireki.net/entertainers/274,combi,高野 正成,https://www.geireki.net/perfomers/2537
きつね,https://www.geireki.net/entertainers/279,combi,大津広次,https://www.geireki.net/perfomers/365
きつね,https://www.geireki.net/entertainers/279,combi,淡路幸誠,https://www.geireki.net/perfomers/99
キャイ～ン,https://www.geireki.net/entertainers/285,combi,天野ひろゆき,https://www.geireki.net/perfomers/78
キャイ～ン,https://www.geireki.net/entertainers/285,combi,ウド鈴木,https://www.geireki.net/perfomers/287
キャベツ確認中,https://www.geireki.net/entertainers/289,combi,しまぞうZ,https://www.geireki.net/perfomers/965
ギャロップ,https://www.geireki.net/entertainers/292,combi,林健,https://www.geireki.net/perfomers/1654
ギャロップ,https://www.geireki.net/entertainers/292,combi,毛利大亮,https://www.geireki.net/perfomers/2102
キャン×キャン,https://www.geireki.net/entertainers/293,combi,ゆっきー,https://www.geireki.net/perfomers/2259
キャン×キャン,https://www.geireki.net/entertainers/293,combi,玉城俊幸,https://www.geireki.net/perfomers/1253
9番街レトロ,https://www.geireki.net/entertainers/295,combi,京極 風斗,https://www.geireki.net/perfomers/2934
9番街レトロ,https://www.geireki.net/entertainers/295,combi,なかむら☆しゅん,https://www.geireki.net/perfomers/2935
キュウ,https://www.geireki.net/entertainers/296,combi,清水 誠,https://www.geireki.net/perfomers/2429
キュウ,https://www.geireki.net/entertainers/296,combi,ぴろ,https://www.geireki.net/perfomers/2430
巨匠,https://www.geireki.net/entertainers/299,combi,岡野陽一,https://www.geireki.net/perfomers/406
麒麟,https://www.geireki.net/entertainers/300,combi,川島明,https://www.geireki.net/perfomers/570
麒麟,https://www.geireki.net/entertainers/300,combi,田村裕,https://www.geireki.net/perfomers/1261
金魚番長,https://www.geireki.net/entertainers/303,combi,箕輪 智征,https://www.geireki.net/perfomers/2895
金魚番長,https://www.geireki.net/entertainers/303,combi,古市 勇介,https://www.geireki.net/perfomers/2896
キングオブコメディ,https://www.geireki.net/entertainers/304,combi,高橋健一,https://www.geireki.net/perfomers/1170
キングオブコメディ,https://www.geireki.net/entertainers/304,combi,今野浩喜,https://www.geireki.net/perfomers/835
キングコング,https://www.geireki.net/entertainers/305,combi,梶原雄太,https://www.geireki.net/perfomers/495
キングコング,https://www.geireki.net/entertainers/305,combi,西野亮廣,https://www.geireki.net/perfomers/1530
銀次・政二,https://www.geireki.net/entertainers/307,combi,森慎太郎,https://www.geireki.net/perfomers/2112
銀シャリ,https://www.geireki.net/entertainers/308,combi,橋本直,https://www.geireki.net/perfomers/1596
銀シャリ,https://www.geireki.net/entertainers/308,combi,鰻和弘,https://www.geireki.net/perfomers/289
金属バット,https://www.geireki.net/entertainers/309,combi,小林圭輔,https://www.geireki.net/perfomers/792
金属バット,https://www.geireki.net/entertainers/309,combi,友保隼平,https://www.geireki.net/perfomers/1392
キンチャク,https://www.geireki.net/entertainers/310,combi,安田由紀奈,https://www.geireki.net/perfomers/2154
ギンナナ,https://www.geireki.net/entertainers/313,combi,千葉公平,https://www.geireki.net/perfomers/1282
金の国,https://www.geireki.net/entertainers/314,combi,渡部 おにぎり,https://www.geireki.net/perfomers/2550
金の国,https://www.geireki.net/entertainers/314,combi,桃沢 健輔,https://www.geireki.net/perfomers/2551
空気階段,https://www.geireki.net/entertainers/318,combi,鈴木もぐら,https://www.geireki.net/perfomers/1074
空気階段,https://www.geireki.net/entertainers/318,combi,水川かたまり,https://www.geireki.net/perfomers/2000
クールポコ。,https://www.geireki.net/entertainers/322,combi,小野まじめ,https://www.geireki.net/perfomers/455
クールポコ。,https://www.geireki.net/entertainers/322,combi,せんちゃん,https://www.geireki.net/perfomers/1122
くだし紅団,https://www.geireki.net/entertainers/324,combi,ソシコ,https://www.geireki.net/perfomers/1128
クマムシ,https://www.geireki.net/entertainers/327,combi,佐藤大樹,https://www.geireki.net/perfomers/904
クマムシ,https://www.geireki.net/entertainers/327,combi,長谷川 俊輔,https://www.geireki.net/perfomers/2440
くらげ,https://www.geireki.net/entertainers/328,combi,杉 昇,https://www.geireki.net/perfomers/2852
くらげ,https://www.geireki.net/entertainers/328,combi,渡辺 翔太,https://www.geireki.net/perfomers/2853
くらげライダー,https://www.geireki.net/entertainers/329,combi,ヤマザキモータース,https://www.geireki.net/perfomers/2203
くらげライダー,https://www.geireki.net/entertainers/329,combi,松丘慎吾,https://www.geireki.net/perfomers/1943
くりぃむしちゅー,https://www.geireki.net/entertainers/330,combi,有田哲平,https://www.geireki.net/perfomers/92
くりぃむしちゅー,https://www.geireki.net/entertainers/330,combi,上田晋也,https://www.geireki.net/perfomers/262
グレートチキンパワーズ,https://www.geireki.net/entertainers/336,combi,北原雅樹,https://www.geireki.net/perfomers/629
グレートチキンパワーズ,https://www.geireki.net/entertainers/336,combi,渡辺啓,https://www.geireki.net/perfomers/2384
クレメンス,https://www.geireki.net/entertainers/339,combi,福山遼平,https://www.geireki.net/perfomers/1766
クレメンス,https://www.geireki.net/entertainers/339,combi,りょーま,https://www.geireki.net/perfomers/2585
黒帯,https://www.geireki.net/entertainers/341,combi,大西進,https://www.geireki.net/perfomers/3031
黒帯,https://www.geireki.net/entertainers/341,combi,てらうち,https://www.geireki.net/perfomers/3032
クロコップ,https://www.geireki.net/entertainers/342,combi,荒木 好之,https://www.geireki.net/perfomers/2588
クロコップ,https://www.geireki.net/entertainers/342,combi,しょうた,https://www.geireki.net/perfomers/2589
