combi,neta,turn,speech
くらげ,物忘れ,50,たまたま俺が31アイス好きだったから良かったけど。これを機に覚えろ。全然違うんだ
くらげ,物忘れ,51,全然違うんだ？
くらげ,物忘れ,52,そうだよお前
くらげ,物忘れ,53,あとさ、この前俺さ、サンリオキャラクターでめちゃくちゃ可愛いキャラクター見つけてさ
くらげ,物忘れ,54,男サンリオ興味ねえからな
くらげ,物忘れ,55,めちゃくちゃ可愛かったんだけどさ、なんていうキャラクターだったか思い出せないんだよね
くらげ,物忘れ,56,もしかして、あれかな？
くらげ,物忘れ,57,うん
くらげ,物忘れ,58,シナモロール？
くらげ,物忘れ,59,違う
くらげ,物忘れ,60,クロミちゃん？
くらげ,物忘れ,61,違う
くらげ,物忘れ,62,キキララ？
くらげ,物忘れ,63,違う
くらげ,物忘れ,64,ぐでたま？
くらげ,物忘れ,65,違う
くらげ,物忘れ,66,マイメロディ？
くらげ,物忘れ,67,違う
くらげ,物忘れ,68,バッドばつ丸？
くらげ,物忘れ,69,違う
くらげ,物忘れ,70,ポムポムプリン？
くらげ,物忘れ,71,違う
くらげ,物忘れ,72,ぼんぼんりぼん？
くらげ,物忘れ,73,違う
くらげ,物忘れ,74,けろけろけろっぴ？
くらげ,物忘れ,75,違う
くらげ,物忘れ,76,コロコロクリリン？
くらげ,物忘れ,77,違う
くらげ,物忘れ,78,プカプカパラダイス？
くらげ,物忘れ,79,違う
くらげ,物忘れ,80,リルリルフェアリル？
くらげ,物忘れ,81,違う
くらげ,物忘れ,82,え？ジョージ？
くらげ,物忘れ,83,違う
くらげ,物忘れ,84,メアリー？
くらげ,物忘れ,85,違う
くらげ,物忘れ,86,みんなのたあ坊？
くらげ,物忘れ,87,違う
くらげ,物忘れ,88,タキシードサム？
くらげ,物忘れ,89,違う
くらげ,物忘れ,90,ハンギョドン？
くらげ,物忘れ,91,違う
くらげ,物忘れ,92,はんなり小町？
くらげ,物忘れ,93,違う
くらげ,物忘れ,94,ふんわりにゃんこ？
くらげ,物忘れ,95,違う
くらげ,物忘れ,96,歌舞伎にゃん太郎？
くらげ,物忘れ,97,違う
くらげ,物忘れ,98,ぽんぽこぽこぽん？
くらげ,物忘れ,99,違う
くらげ,物忘れ,100,ちょっと待てや！お前が可愛いと思ってたキャラクターって一体どれだよ！
くらげ,物忘れ,101,思い出した！つば九郎だ！
くらげ,物忘れ,102,お前それヤクルトスワローズじゃねえか！
くらげ,物忘れ,103,え？あれ、ヤクルトスワローズなの？
くらげ,物忘れ,104,球団マスコットじゃねえか！
くらげ,物忘れ,105,あ、そうなんだ
くらげ,物忘れ,106,お前、俺がどんな気持ちでみんなのたあ坊って言ったと思ってんだよ
くらげ,物忘れ,107,言ってたな
くらげ,物忘れ,108,俺がどんな気持ちでリルリルフェアリルって言ったと思ってんだ
くらげ,物忘れ,109,言ってたな
くらげ,物忘れ,110,俺がたまたまサンリオが好きだったから良かったけど
くらげ,物忘れ,111,そうなんだ
くらげ,物忘れ,112,これを機に覚えろ。全然違うから
くらげ,物忘れ,113,ごめん。全然違うんだ
くらげ,物忘れ,114,そうだよ、お前
くらげ,物忘れ,115,あとさ、俺今度さ、気になってる女の子にプレゼント渡そうと思って
くらげ,物忘れ,116,ま、男が選んだもんって女性納得しないけどなあれな
くらげ,物忘れ,117,で、その子さ、欲しい口紅があるらしいんだけど
くらげ,物忘れ,118,口紅？
くらげ,物忘れ,119,なんていうブランドの口紅だったか思い出せないんだよ
くらげ,物忘れ,120,もしかしてイヴ・サン・ローラン？
くらげ,物忘れ,121,違う
くらげ,物忘れ,122,シュウ・ウエムラ？
くらげ,物忘れ,123,違う
くらげ,物忘れ,124,アディクション？
くらげ,物忘れ,125,違う
くらげ,物忘れ,126,ジルスチュアート？
くらげ,物忘れ,127,違う
くらげ,物忘れ,128,コフレドール・グラン？
くらげ,物忘れ,129,違う
くらげ,物忘れ,130,クレ・ド・ポー ボーテ？
くらげ,物忘れ,131,違う
くらげ,物忘れ,132,シャネル？
くらげ,物忘れ,133,違う
くらげ,物忘れ,134,ケイト？
くらげ,物忘れ,135,違う
くらげ,物忘れ,136,マキアージュ？
くらげ,物忘れ,137,違う
くらげ,物忘れ,138,マジョリカ・マジョルカ？
くらげ,物忘れ,139,違う
くらげ,物忘れ,140,ロレアル パリ？
くらげ,物忘れ,141,違う
くらげ,物忘れ,142,メイベリン・ニューヨーク？
くらげ,物忘れ,143,違う
くらげ,物忘れ,144,レ・メルヴェイユーズ ラデュレ？
くらげ,物忘れ,145,違う
くらげ,物忘れ,146,レ・メルヴェイユーズ・ ラデュレ リキットルージュ？
くらげ,物忘れ,147,違う
くらげ,物忘れ,148,インテグレート グレイシィ？
くらげ,物忘れ,149,違う
くらげ,物忘れ,150,ちふれ？
くらげ,物忘れ,151,違う
くらげ,物忘れ,152,ちょっと待てやおい！お前プレゼントしたい口紅一体どれだよ？
くらげ,物忘れ,153,思い出した再春館製薬だ！
くらげ,物忘れ,154,お前それ、ドモホルンリンクルじゃねえか！
くらげ,物忘れ,155,え？あれ、ドモホルンリンクルなの？
くらげ,物忘れ,156,お前気になってるぐらいの女の子にドモホルリンクル攻めすぎだろお前！
くらげ,物忘れ,157,攻めすぎなんだ
くらげ,物忘れ,158,そうだよお前
くらげ,物忘れ,159,ごめん
くらげ,物忘れ,160,ま、俺がたまたま口紅に好きだったからよかったけど
くらげ,物忘れ,161,たまたま？
くらげ,物忘れ,162,たまたまだよ
くらげ,物忘れ,163,そうなんだ
くらげ,物忘れ,164,あと俺、さっきから正解がないアキネーターずっとやらされてる感じだからさ
くらげ,物忘れ,165,ごめん、ごめん
くらげ,物忘れ,166,喉乾くわお前
くらげ,物忘れ,167,そっか
くらげ,物忘れ,168,そうだよ
くらげ,物忘れ,169,あとさ、俺ね、好きな数字が1つだけあるんだけどさ
くらげ,物忘れ,170,数字？
くらげ,物忘れ,171,それが何だったか思い出せないんだよ
くらげ,物忘れ,172,もしかして1？
くらげ,物忘れ,173,違う
くらげ,物忘れ,174,2？
くらげ,物忘れ,175,違う
くらげ,物忘れ,176,3？
くらげ,物忘れ,177,違う
くらげ,物忘れ,178,4？
くらげ,物忘れ,179,違う
くらげ,物忘れ,180,5？
くらげ,物忘れ,181,違う
くらげ,物忘れ,182,6？
くらげ,物忘れ,183,違う
くらげ,物忘れ,184,7？（目を見開く）
くらげ,物忘れ,185,違う
くらげ,物忘れ,186,8？
くらげ,物忘れ,187,違う
くらげ,物忘れ,188,9？
くらげ,物忘れ,189,違う
くらげ,物忘れ,190,10？
くらげ,物忘れ,191,違う
くらげ,物忘れ,192,11？
くらげ,物忘れ,193,違う
くらげ,物忘れ,194,ちょっと待てよ！みんな帰っちゃうよ！俺だったら帰るよ！こんなけわかんないやつ。数字11まで数えちゃったんだよ。お前の好きな数字一体なんだよ
くらげ,物忘れ,195,思い出した！12だ！
くらげ,物忘れ,196,もったいないことしたな！？12？
くらげ,物忘れ,197,12
くらげ,物忘れ,198,あとちょっとだったじゃねえか！
くらげ,物忘れ,199,あとちょっとだったよ
くらげ,物忘れ,200,あと、7でテンション上がったのちょっと恥ずかしいかも
くらげ,物忘れ,201,上がってたな
くらげ,物忘れ,202,てか、お前さなんでそんな物忘れ激しいんだよ？
くらげ,物忘れ,203,物忘れ激しい理由がさ、ちょっと思い出せないんだけどさ
くらげ,物忘れ,204,もういいです
くらげ,物忘れ,205,どうもありがとうございました
ダンビラムーチョ,カラオケボックス,0,ども、みなさんこんばんは。ダンビラムーチョです
ダンビラムーチョ,カラオケボックス,1,こんばんは
ダンビラムーチョ,カラオケボックス,2,ちょ、最近ね、あの、副業を始めようかなと思っててね
ダンビラムーチョ,カラオケボックス,3,副業？何やんの？
ダンビラムーチョ,カラオケボックス,4,ちょっと、カラオケボックスをやろうかなと思って
ダンビラムーチョ,カラオケボックス,5,カラオケボックス？あんま聞かないけどな
ダンビラムーチョ,カラオケボックス,6,え、ちなみに普段さ、カラオケで何歌ったりする？
ダンビラムーチョ,カラオケボックス,7,俺はね、あの、BUMP OF CHICKENの天体観測大好きなんすよね
ダンビラムーチョ,カラオケボックス,8,天体観測ね。そう。じゃ、ちょっと入れるわ
ダンビラムーチョ,カラオケボックス,9,入れる？
ダンビラムーチョ,カラオケボックス,10,歌いなよ
ダンビラムーチョ,カラオケボックス,11,どういうこと？どういうこと？
ダンビラムーチョ,カラオケボックス,12,（イントロのリズムを口ずさむ）
ダンビラムーチョ,カラオケボックス,13,マジ？
ダンビラムーチョ,カラオケボックス,14,（Aメロのリズムを口ずさむ）
ダンビラムーチョ,カラオケボックス,15,午前二時♪フミキリに♪望遠鏡を担いでった♪
ダンビラムーチョ,カラオケボックス,16,（歌とリズムが重なっていく）
ダンビラムーチョ,カラオケボックス,17,なんなんだよこれ！何これ？
ダンビラムーチョ,カラオケボックス,18,18kgCalです！
ダンビラムーチョ,カラオケボックス,19,いや、いいよ！Cal最後に表示されるけど。え？これをカラオケって言ってんの？
ダンビラムーチョ,カラオケボックス,20,一応、こういった業態を考えてます
ダンビラムーチョ,カラオケボックス,21,無理だよ！こんな業態じゃ
ダンビラムーチョ,カラオケボックス,22,これの何がいいかって、設備投資にお金がかからないです
ダンビラムーチョ,カラオケボックス,23,いや当たり前だろ！1人でタンツク♪タンツク♪言ってるだけなんだから
ダンビラムーチョ,カラオケボックス,24,最近あの、新曲入ったけどどうする？
ダンビラムーチョ,カラオケボックス,25,いや、入るもクソもないだろ！
ダンビラムーチョ,カラオケボックス,26,いや、YOASOBIのアイドルがとうとう入ったけど
ダンビラムーチョ,カラオケボックス,27,いや、まま、好きは好きだけどさ
ダンビラムーチョ,カラオケボックス,28,じゃ、歌いな？
ダンビラムーチョ,カラオケボックス,29,（イントロを口ずさむ）
ダンビラムーチョ,カラオケボックス,30,無敵の笑顔で荒らすメディア♪
ダンビラムーチョ,カラオケボックス,31,（歌と重なるがイントロのがでかくなる）
ダンビラムーチョ,カラオケボックス,32,そっちがメインじゃねぇかな！？
ダンビラムーチョ,カラオケボックス,33,本日のゲストはUVERworldさんです
ダンビラムーチョ,カラオケボックス,34,ちょ、何してんのちょっと！
ダンビラムーチョ,カラオケボックス,35,よろしくお願いします。新曲のコンセプトなんですけど
ダンビラムーチョ,カラオケボックス,36,DAMチャンネルとかいいから！おいおい！自家製DAMチャンネルなあ！
ダンビラムーチョ,カラオケボックス,37,以上、元木大介でした
ダンビラムーチョ,カラオケボックス,38,いや、MCやるわけないだろ元木！元木、絶対やんないから！
ダンビラムーチョ,カラオケボックス,39,あとあの、ガイドボーカルモードっていうのもあんだよね
ダンビラムーチョ,カラオケボックス,40,いや、モードとかでもないんだって！
ダンビラムーチョ,カラオケボックス,41,あの、ここ押してくれたらガイドボーカルモードになるから（手のひらを向ける）
ダンビラムーチョ,カラオケボックス,42,どういうこと？
ダンビラムーチョ,カラオケボックス,43,すごい楽しいから！ちょっと一回
ダンビラムーチョ,カラオケボックス,44,ええ？（手のひらを叩く）
ダンビラムーチョ,カラオケボックス,45,ガイドボーカァル！
ダンビラムーチョ,カラオケボックス,46,何それ？
ダンビラムーチョ,カラオケボックス,47,（イントロを口ずさむ）
ダンビラムーチョ,カラオケボックス,48,あ、GReeeeNのキセキね
ダンビラムーチョ,カラオケボックス,49,（イントロを口ずさむ）
ダンビラムーチョ,カラオケボックス,50,ガイドボーカル？
ダンビラムーチョ,カラオケボックス,51,いや、ただの友達！何二人で仲良く歌ってんの、これ
ダンビラムーチョ,カラオケボックス,52,あと、エナアイモードってのがあるんだよね
ダンビラムーチョ,カラオケボックス,53,何を言ってんのちょっと？
ダンビラムーチョ,カラオケボックス,54,あの、マライア・キャリーのクリスマス曲に限ってはエナアイモードが搭載されてるから
ダンビラムーチョ,カラオケボックス,55,エナアイって何？
ダンビラムーチョ,カラオケボックス,56,すごい気持ち良いから、ちょっと1回。すごい気持ち良いから（手のひらを向ける）
ダンビラムーチョ,カラオケボックス,57,何エナアイってほんと（叩く）
ダンビラムーチョ,カラオケボックス,58,エナアイモードォ！
ダンビラムーチョ,カラオケボックス,59,ここ一番いらない！ここいらないよ！
ダンビラムーチョ,カラオケボックス,60,チャチャチャチャチャ…♪
ダンビラムーチョ,カラオケボックス,61,エナアイ？
ダンビラムーチョ,カラオケボックス,62,チャチャチャチャチャン♪シャララララ♪エナァ〜〜〜イ♪
ダンビラムーチョ,カラオケボックス,63,エナアイや。そういうことかの気持ち良さ。いいんだよな、うん
ダンビラムーチョ,カラオケボックス,64,最後ね。最後、ちょ、玉置浩二モードだけ
ダンビラムーチョ,カラオケボックス,65,もうそんなんはもう絶対やんない！
ダンビラムーチョ,カラオケボックス,66,（自分の手を叩く）玉置浩二モードォ！
ダンビラムーチョ,カラオケボックス,67,何勝手に入れてんだよ、おい！
ダンビラムーチョ,カラオケボックス,68,（イントロを口ずさむ）
ダンビラムーチョ,カラオケボックス,69,尾崎豊のI LOVE YOU？玉置浩二？
ダンビラムーチョ,カラオケボックス,70,I LOVE YOU♪
ダンビラムーチョ,カラオケボックス,71,愛している♪
ダンビラムーチョ,カラオケボックス,72,今だけは♪
ダンビラムーチョ,カラオケボックス,73,Ah〜♪
ダンビラムーチョ,カラオケボックス,74,悲しい歌♪
ダンビラムーチョ,カラオケボックス,75,聞きたくないよ♪
ダンビラムーチョ,カラオケボックス,76,聞きたくないよ♪
ダンビラムーチョ,カラオケボックス,77,そうだね♪
ダンビラムーチョ,カラオケボックス,78,I LOVE YOU♪
ダンビラムーチョ,カラオケボックス,79,愛している♪
ダンビラムーチョ,カラオケボックス,80,逃れ逃れたどり着いた♪
ダンビラムーチョ,カラオケボックス,81,Uh〜♪逃れ逃れ♪逃れ逃れ♪逃れ♪ダレノガレ♪
ダンビラムーチョ,カラオケボックス,82,ダレノガレ！玉置浩二そんなこと言わないよ！
ダンビラムーチョ,カラオケボックス,83,延長はどうされますか？
ダンビラムーチョ,カラオケボックス,84,いや、する訳ないだろ！
ダンビラムーチョ,カラオケボックス,85,どうもありがとうございました
真空ジェシカ,B画館,0,あのー、これあの、アフリカのオラクルっていう人形なんですけど
真空ジェシカ,B画館,1,あ、違いますよ。呪物コレクターと呪物じゃないんで。違います。真空ジェシカです。よろしくお願いします
真空ジェシカ,B画館,2,俺最近な、休みの日はもう1人でB画館ばっかり行ってて
真空ジェシカ,B画館,3,あ、映画感じゃなくて？
真空ジェシカ,B画館,4,A画館ちょっと高くて。かと言ってC画館まで行くと
真空ジェシカ,B画館,5,シー画館もあんの？
真空ジェシカ,B画館,6,客層が悪くて
真空ジェシカ,B画館,7,ちょちょちょちょちょ、待って？
真空ジェシカ,B画館,8,内容が入ってこない
真空ジェシカ,B画館,9,あ、A画館B画間C画館ってこと？
真空ジェシカ,B画館,10,そっから？
真空ジェシカ,B画館,11,そっからというか
真空ジェシカ,B画館,12,そっから？
真空ジェシカ,B画館,13,映画館しか知らない
真空ジェシカ,B画館,14,やばいお前。もうZ（ズィー）画館から勉強してこい
真空ジェシカ,B画館,15,ズィー画館？
真空ジェシカ,B画館,16,Z画館
真空ジェシカ,B画館,17,あ、Z！？
真空ジェシカ,B画館,18,Z
真空ジェシカ,B画館,19,ズィー！？１番下ってこと！？
真空ジェシカ,B画館,20,その、下っていうと、またあれなんだけど
真空ジェシカ,B画館,21,配慮がいるかどうかもわかんないから
真空ジェシカ,B画館,22,あれなんだけどね
真空ジェシカ,B画館,23,そうなんだ
真空ジェシカ,B画館,24,やばいこと言ってるから
真空ジェシカ,B画館,25,そうなんだ
真空ジェシカ,B画館,26,教えてやるからな。あの、今ここがZ画館だとしてな？（指指す）
真空ジェシカ,B画館,27,あ、ここが（指指す）
真空ジェシカ,B画館,28,いや、そこはY画館。まだ
真空ジェシカ,B画館,29,Y画館？そうなの？Z画館じゃ行けばいいのね？
真空ジェシカ,B画館,30,（ぶつかる）あ、すいません
真空ジェシカ,B画館,31,おめえどこ見てんだよ！（右手を出す）おめえがぶつかってきたんだろうが！（左手を出す）
真空ジェシカ,B画館,32,（左手をどつく）手出してんじゃねえよ！（右手をどつく）お前が出してんだろ！
真空ジェシカ,B画館,33,まま、どちらも落ち着いてください（両手の間から顔を出す）
真空ジェシカ,B画館,34,手の喧嘩を顔で仲裁してる！客層やば、ここ
真空ジェシカ,B画館,35,ブン！ブブブン！ブン！ブブブン！ブン！ドッドッドッドッ…
真空ジェシカ,B画館,36,エンジンのスマホ使ってる。古いのか新しいのかわかんない
真空ジェシカ,B画館,37,聞こえない！聞こえない！
真空ジェシカ,B画館,38,そりゃそうだって！
真空ジェシカ,B画館,39,聞こえない！
真空ジェシカ,B画館,40,そんなん使ったら！
真空ジェシカ,B画館,41,スマホ　聞こえない　原因
真空ジェシカ,B画館,42,検索エンジン付きエンジン。そういうことじゃない
真空ジェシカ,B画館,43,聞こえない！
真空ジェシカ,B画館,44,Yahooとかgoogleとかのサイトのこといってるから
真空ジェシカ,B画館,45,すいません。あの、ドラ泣きしてるとこすいません
真空ジェシカ,B画館,46,してないです。ドラえもん見て泣いてないです
真空ジェシカ,B画館,47,すいません。あの、館長のムービー勝山です
真空ジェシカ,B画館,48,ムービーさん！？あ、どうも
真空ジェシカ,B画館,49,楽しんでいってください
真空ジェシカ,B画館,50,あ、はい。え、ここってあの、いつもこんな感じなんですか？
真空ジェシカ,B画館,51,あ、売店で聞いてください
真空ジェシカ,B画館,52,左に受け流された。右から質問しちゃったから
真空ジェシカ,B画館,53,あ、また怖そうな人来たな
真空ジェシカ,B画館,54,あの方は先日Z(ズィー)務所から出所したばかりなんですよ
真空ジェシカ,B画館,55,Z(ズィー)務所！？どんだけ悪いことしたら刑務所じゃなくZ(ズィー)務所行っちゃうの？
真空ジェシカ,B画館,56,確定申告終わった
真空ジェシカ,B画館,57,あ、税務所だった（謝る）ややこしい言い方するから。税務所。税務所ね
真空ジェシカ,B画館,58,ぶん殴っていい？
真空ジェシカ,B画館,59,あ、怖い人ではあった。あ、ごめんなさい
真空ジェシカ,B画館,60,気をつけろよ。俺、功過2犯だから
真空ジェシカ,B画館,61,これからやる犯罪が2つ。前科より立ち悪いって！ええ？
真空ジェシカ,B画館,62,Z(ズィー)画監督のニヤ崎はやおです
真空ジェシカ,B画館,63,ニヤ崎？
真空ジェシカ,B画館,64,お前らをどう殺すか
真空ジェシカ,B画館,65,あ！「君たちはどう生きるか」ね！
真空ジェシカ,B画館,66,どう殺すかだよ
真空ジェシカ,B画館,67,本人も言わないよ。「君たちはどう生きるか」だよなー、とは
真空ジェシカ,B画館,68,7億人の侍
真空ジェシカ,B画館,69,クローン澤明だ。しょうもないから！クローンだから多いみたいな
真空ジェシカ,B画館,70,三谷後期高齢者です
真空ジェシカ,B画館,71,もうラジオネームじゃねぇか！なんだ？三谷後期高齢者って、おい！
真空ジェシカ,B画館,72,間もなく上映いたしますんで
真空ジェシカ,B画館,73,あ、始まるんすね。ようやく
真空ジェシカ,B画館,74,ズッチズッチズッチズッチ♪(パントマイム)
真空ジェシカ,B画館,75,映画泥棒のやつ
真空ジェシカ,B画館,76,ズッチズッチズッチズッチ♪ピピピピ！ピピピピピ！ピリピリピ！ピー！ピピー！(ガッツポーズ)
真空ジェシカ,B画館,77,映画泥棒が勝った！え！？あっちゃいけないからそんなこと！そんなの流すな、おい！
真空ジェシカ,B画館,78,それでは、深海嘘監督作品「君の名前は何だろうな？feat.青山テルマエロマエ27倍速」です
真空ジェシカ,B画館,79,変な英映画を変な速さで！せめて普通の速さで見して？そのZ(ズィー)画自体初めてだから、僕は！
真空ジェシカ,B画館,80,（悩んでいる）
真空ジェシカ,B画館,81,倍速で良かったな。ずっと名前を考えてるだけの映画だ。普通の速さじゃ見てらんないこんなの
真空ジェシカ,B画館,82,（映写機を物凄い勢いで回している）
真空ジェシカ,B画館,83,ロードショーのおじさんの負担がすごい！ロードショーのおじさんこんなとこに？未だに手回しで？
真空ジェシカ,B画館,84,（帽子をパカパカする）
真空ジェシカ,B画館,85,ちょ、帽子パカパカいらないだろおい！やってたけど金曜ロードショーで！なんだここ、おい！
真空ジェシカ,B画館,86,面白い作品ですね
真空ジェシカ,B画館,87,あ、こういう客もいた。どうもありがとうございました
マユリカ,倦怠期,0,どーも！えー、どーも、マユリカといいます。よろしくお願いします。ありがとうございます！
マユリカ,倦怠期,1,あのー、ちょっとね。俺、ゆくゆくはちょっとあの、結婚したいなと思うねんけど。あの倦怠期ってね。あんなん来たらこう、嫌やなと思うねんな
マユリカ,倦怠期,2,倦怠期？
マユリカ,倦怠期,3,そうそうそう。いや、あんなんさ、こう夫婦の仲が悪くなってこう家帰るだけでも嫌や、みたいな。あんなんしんどそうやなと思うねんな
マユリカ,倦怠期,4,そんなしんどいの？
マユリカ,倦怠期,5,いや、絶対しんどいよ。あ、1回じゃあちょっとやってみよう
マユリカ,倦怠期,6,じゃあな、俺、お前の奥さんやるから。お前仕事からこう、家帰ってきてこう、夫婦仲悪くてこう、ギスギスしてる感じ
マユリカ,倦怠期,7,ちょっとやってみよう
マユリカ,倦怠期,8,ピュウ♪(口笛を吹く)
マユリカ,倦怠期,9,なんじゃこいつ。なんじゃこいつは
マユリカ,倦怠期,10,はぁー、おかえり
マユリカ,倦怠期,11,ただいま。ご飯にする。その後お風呂にする。今日もお前はええわ
マユリカ,倦怠期,12,何お前！？はあ！？私から聞いた場合だけ答えなさいよ！腹立つわ！なんやのほんまに！
マユリカ,倦怠期,13,明日同窓会あるから、帰り遅くなる
マユリカ,倦怠期,14,興味ない
マユリカ,倦怠期,15,担任してくれた先生も来るらしい
マユリカ,倦怠期,16,興味ない
マユリカ,倦怠期,17,いやだから、担任してくれた先生も来るんやって
マユリカ,倦怠期,18,だから興味ない
マユリカ,倦怠期,19,こないだ葬式したんやで？
マユリカ,倦怠期,20,聞かせて！え？え、葬式した？
マユリカ,倦怠期,21,なぜか先生から全員に連絡あってん
マユリカ,倦怠期,22,めっちゃ怖いやん！
マユリカ,倦怠期,23,店も先生が抑えたいうねん
マユリカ,倦怠期,24,マジで？マジで？それは絶対聞かして
マユリカ,倦怠期,25,だから明日、二次会で家友達3人ぐらい呼ぶかも
マユリカ,倦怠期,26,もう！知らん人勝手に呼ばんといてって言ってるやないの！
マユリカ,倦怠期,27,知らん人っていうか、お前に言ったことあったやろ
マユリカ,倦怠期,28,え
マユリカ,倦怠期,29,あの、ただふけしとか
マユリカ,倦怠期,30,ただふけし？
マユリカ,倦怠期,31,東大出て、今あの、フードファイターやってる
マユリカ,倦怠期,32,聞いたっけ？
マユリカ,倦怠期,33,あと、マクラダベイ
マユリカ,倦怠期,34,マクラダベイ
マユリカ,倦怠期,35,あの、冬になったら浴槽でおでん作る
マユリカ,倦怠期,36,聞いたっけ？
マユリカ,倦怠期,37,あと、ユザワコンクリ
マユリカ,倦怠期,38,ユザワコンクリ？
マユリカ,倦怠期,39,あの、尾木ママのサイン集めてる
マユリカ,倦怠期,40,なんなんそいつら！え？付き合い考えたら？
マユリカ,倦怠期,41,友達やろが
マユリカ,倦怠期,42,勝手に呼ばんといてよ、そんな人ら！何？その同窓会
マユリカ,倦怠期,43,(タバコを吸う)
マユリカ,倦怠期,44,あ、ちょっとその1本だけにしといてよ！もったいないんですけど
マユリカ,倦怠期,45,そのお金稼いできてるんこっちなんですけど
マユリカ,倦怠期,46,その少ない稼ぎでやりくりしてるんこっちなんですけど
マユリカ,倦怠期,47,高いランチに行くのはやりくりとは言わないんですけど
マユリカ,倦怠期,48,あんたが浮気してるの知ってるんですけど！
マユリカ,倦怠期,49,星が綺麗なんですけど
マユリカ,倦怠期,50,失礼なんですけど！は！？ちょっと、天井見て何やってんのよ！え？あんた、やっぱ浮気してるわよね！
マユリカ,倦怠期,51,すまん
マユリカ,倦怠期,52,すまんやないわよ！ちゃんと自分の口で説明しなさいよ！
マユリカ,倦怠期,53,やったらあかんのは分かってたけど、我慢の糸がプチンって切れた
マユリカ,倦怠期,54,なんやのそれ！出会いは？
マユリカ,倦怠期,55,職場の子やねんけど、その子がズキンズキン頭痛いとか言うから、俺ノーシンピュア持ち歩いてるから貸してあげたら、そっからいい感じになった
マユリカ,倦怠期,56,腹立つわ！あんたがやってんのねそれ、不倫言うんよ！
マユリカ,倦怠期,57,不倫というかズッキンズッキンプッチン不倫ですポンピン♪
マユリカ,倦怠期,58,(胸ぐらを掴む)
マユリカ,倦怠期,59,正気？あっかん殺してしまう！ああああかん！腹立ちすぎて頭痛なってきた！なんやのほんまに！なんでこんな頭痛なるの！いたたたたた！
マユリカ,倦怠期,60,なんやのほんまに！腹立つ！頭痛い！もう！
マユリカ,倦怠期,61,あたたたたた！頭痛い！もう！痛い！いたたた！頭痛い！もう！ノーシンピュア頂戴よ！
マユリカ,倦怠期,62,もうええわ。どうもありがとうございました
カベポスター,おまじない,0,どーもー！どーも、カベポスターです。よろしくお願いします
カベポスター,おまじない,1,確かにお前の言う通り、金魚すくいの達人って何が言動力なんだろうね？
カベポスター,おまじない,2,言ってないわ。考えんでいいんちゃうそんなことを
カベポスター,おまじない,3,あ、ISSAの前じゃなかった
カベポスター,おまじない,4,誰と何喋ってんのお前？
カベポスター,おまじない,5,あ、お願いします
カベポスター,おまじない,6,よろしくお願いします
カベポスター,おまじない,7,ありがとうございます
