combi,neta,turn,speech
オズワルド,長財布,18,長財布なんかケツ入れて歩いてたらな、スリの格好の餌食だから
オズワルド,長財布,19,あれ？おかしいな
オズワルド,長財布,20,うん？
オズワルド,長財布,21,俺財布とは言ったけど、長財布とは1回も言ってないんだけど
オズワルド,長財布,22,これ俺も容疑者なの？ウソだろ？
オズワルド,長財布,23,どうして長財布とわかったのかな？
オズワルド,長財布,24,見たことあるからだよ。お前が長財布使ってるの見たことあるし。だいたいケツに入れるって言ったら長財布だろ
オズワルド,長財布,25,ふーん。じゃあその時から「どうせ俺の財布になるのに、馬鹿なノッポのデブだぬきだ」って思ってたんだ
オズワルド,長財布,26,後半しか思ってねーよ
オズワルド,長財布,27,本当ショックなんだけど
オズワルド,長財布,28,知らねーって
オズワルド,長財布,29,君さ一晩で10万失う気持ち考えた事ある？
オズワルド,長財布,30,10万？お前財布に10万円も入れてたの？
オズワルド,長財布,31,あれ？おかしいな？
オズワルド,長財布,32,何がだよ
オズワルド,長財布,33,俺10万とは言ったけど10万円とは1回も言ってないんだけど
オズワルド,長財布,34,無理無理無理無理無理無理、さすがに無理。さすがに無理お前。そっからめくるのは無理があるって流石に
オズワルド,長財布,35,どうして円とわかったのかな？
オズワルド,長財布,36,円の国だからだよ。なあ俺がウォンとかドルを当てたら初めて疑って来いよ
オズワルド,長財布,37,いやいや、日本で生活してて財布にウォンとかドルを入れてる奴めったにいないからね
オズワルド,長財布,38,だから言ってんだろうが。円の国で円当てた奴疑ってもしょうがねえだろ？
オズワルド,長財布,39,黙れ。君に黙秘権はない
オズワルド,長財布,40,どっちなの？しゃべらしてーのか黙らせてーのかお前
オズワルド,長財布,41,どうせ昨日の夜は俺の10万円を札束風呂にして入ったんでしょ？
オズワルド,長財布,42,それ10億円とかの遊びだからなお前。10万円じゃくるぶしにも行かねえんだよ
オズワルド,長財布,43,本当に君はとんだカマキリやろうだよ
オズワルド,長財布,44,ん？
オズワルド,長財布,45,どこで取ったかだけ教えてもらっていい？
オズワルド,長財布,46,だから取ってねーっつってんだろ
オズワルド,長財布,47,最寄りの駅の改札を出るとこまでは確実に持ってたのよ
オズワルド,長財布,48,じゃあ絶対俺じゃねーじゃねーかお前。それ改札出てから家までの間に盗まれてるんだろ？
オズワルド,長財布,49,あれ？何で俺んちが改札出て東側にあるって知ってるのかな？
オズワルド,長財布,50,知らない知らない知らないよそんなの。適当に言ってんだからそんなの
オズワルド,長財布,51,本当に君がカマキリやろうなら、どうせ親もカマキリやろうなんだろ？
オズワルド,長財布,52,おい泥棒にカマキリのイメージねーんだよ。なんなのそのカマキリやろうって
オズワルド,長財布,53,もういい加減白状してもらっていい？
オズワルド,長財布,54,だから取ってねーっつってんの。ちょっとマジで俺が盗んだと思ってんの？
オズワルド,長財布,55,マジで君が盗んだと思ってるわけないじゃん
オズワルド,長財布,56,じゃあ時間返えせこの野郎。だとしたら何で疑われてんだよ
オズワルド,長財布,57,誰かを疑ってないと、俺の気持ちが晴れないんだよ
オズワルド,長財布,58,は？
オズワルド,長財布,59,だから、誰でも良かったんです
オズワルド,長財布,60,もう被害者の発言じゃねーよ。それ加害者の発言だから
オズワルド,長財布,61,もう君がやったって事でいいよね
オズワルド,長財布,62,いや良いわけねーだろ。誰でもいいんだったら俺の事疑うのやめてくれよ
オズワルド,長財布,63,わかった。じゃあ誰にしようかな？
オズワルド,長財布,64,ああ、違う違う。そういうんじゃない。そういうんじゃない
オズワルド,長財布,65,一番最初に動いた人にしようかな
オズワルド,長財布,66,違うもう勘弁してやってくれって
オズワルド,長財布,67,君だ
オズワルド,長財布,68,そんなバカな。これ俺もプレイヤーだったの？
オズワルド,長財布,69,どうして長財布とわかったのかな？
オズワルド,長財布,70,いやもう勘弁して。一旦やめさせてもらいます
モグライダー,美川憲一,0,どうもモグライダーです。宜しくどうぞ。お願いします。おはようございます
モグライダー,美川憲一,1,美川憲一さんて気の毒ですよね？
モグライダー,美川憲一,2,お前に何がわかんだよ。美川憲一さん見て気の毒なんて思った事ないよ。何で？
モグライダー,美川憲一,3,さそり座の女って曲知ってますか？
モグライダー,美川憲一,4,まあ有名だし聞いた事ぐらいあんじゃないの？
モグライダー,美川憲一,5,ちょっと歌ってみて下さい
モグライダー,美川憲一,6,えぇー。いいえ私はさそり座の女♪
モグライダー,美川憲一,7,そこまでで結構です
モグライダー,美川憲一,8,これ以上歌わねーよ別に。なんだコレが
モグライダー,美川憲一,9,これ、いいえ。って言ってるじゃないですか？
モグライダー,美川憲一,10,歌い出し？うん
モグライダー,美川憲一,11,美川さんが歌う直前に当てずっぽうで星座と性別を聞いてきた輩がいるって事なんですよ
モグライダー,美川憲一,12,うーん。んで外れてるって事ね？
モグライダー,美川憲一,13,そうなんですよ
モグライダー,美川憲一,14,会話上はそうだよ。うん
モグライダー,美川憲一,15,美川さんも当ててもらって、そうよ私は♪て気持ち良く歌いたかったのに
モグライダー,美川憲一,16,うん？
モグライダー,美川憲一,17,外しちゃってるから、いいえ私は♪って落ち込んじゃってるんですよ
モグライダー,美川憲一,18,落ち込んでんのあれ？うん
モグライダー,美川憲一,19,んでコイツも良かれと思ってやったのに変な空気になっちゃって落ち込んじゃってるんですよ
モグライダー,美川憲一,20,はあ
モグライダー,美川憲一,21,この2人をWin-Winにしてあげたいんですよ
モグライダー,美川憲一,22,こんな奴ほっとけばいいんじゃねーの？何が良かれと思ってだよ。訳わかんねー。Win-Winになるのかそんなが。どうすんの？
モグライダー,美川憲一,23,美川さんが歌い出すまでに、さそり座の女になる可能性を全部消してあげればいいんですよ
モグライダー,美川憲一,24,もう一回聞いても意味わかんなそうだな。ブーン、パパラパーパパ♪パパラパラパラパーパパ♪、、
モグライダー,美川憲一,25,うわっ、美川さんだ。美川さん、美川さん。射手座の男ですか？
モグライダー,美川憲一,26,(首を横に振る芝)
モグライダー,美川憲一,27,水瓶座の男ですか？
モグライダー,美川憲一,28,(首を横に振る芝)
モグライダー,美川憲一,29,魚座の女ですよね？
モグライダー,美川憲一,30,(首を横に振る芝)
モグライダー,美川憲一,31,(祈るともしげ)
モグライダー,美川憲一,32,★いいえ私は♪さそり座の女♪
モグライダー,美川憲一,33,さそり座の女かー
モグライダー,美川憲一,34,気の毒だなコレ。ダメに決まってんだろ。こんな気の毒な状況
モグライダー,美川憲一,35,そうでしょ？
モグライダー,美川憲一,36,毎回こうなってるって事？
モグライダー,美川憲一,37,そうそうそう
モグライダー,美川憲一,38,当てずっぽうでやるからこうなっちゃうんだろ？要は
モグライダー,美川憲一,39,うんうんうんうん
モグライダー,美川憲一,40,星座を一個ずつ潰してくのが良いんじゃないの？結局
モグライダー,美川憲一,41,あっそうか
モグライダー,美川憲一,42,牡羊座、牡牛座、双子座だろ、蟹座、獅子座、乙女座、天秤座、んでさそり座だろ？
モグライダー,美川憲一,43,(既に数える指がずれてるともしげ)
モグライダー,美川憲一,44,もうずれてんじゃねーか俺と。いつだよ。8個ね。8個目がさそり座だから
モグライダー,美川憲一,45,うん
モグライダー,美川憲一,46,ブーン、パパラパーパパ♪パパラパラパラパーパパ♪、、
モグライダー,美川憲一,47,うわっ美川さんだ。美川さん、美川さん。牡羊座の男ですか？
モグライダー,美川憲一,48,(首を横に振る芝)
モグライダー,美川憲一,49,牡羊座の女ですか？
モグライダー,美川憲一,50,(首を横に振る芝)
モグライダー,美川憲一,51,牡牛座の男ですか？
モグライダー,美川憲一,52,(首を横に振る芝)
モグライダー,美川憲一,53,牡牛座の女ですか？
モグライダー,美川憲一,54,(首を横に振る芝)
モグライダー,美川憲一,55,(祈るともしげ)
モグライダー,美川憲一,56,いいえ私は♪さそり座の女♪
モグライダー,美川憲一,57,さそり座の女かー
モグライダー,美川憲一,58,祈るの早いねお前。粘れよもっとギリまで。攻めていいんだよ。恥ずかしい時間があるじゃない美川さんに。効率も悪いんだよほんで
モグライダー,美川憲一,59,え？
モグライダー,美川憲一,60,男か女かなんてのは最後に1回聞きゃーいいんだよまとめて
モグライダー,美川憲一,61,うんうんうんうん
モグライダー,美川憲一,62,先に星座だけダーっと潰せっつーの
モグライダー,美川憲一,63,ブーン、パパラパーパパ♪パパラパラパラパーパパ♪、、
モグライダー,美川憲一,64,うわっ美川さんだ。美川さん、美川さん
モグライダー,美川憲一,65,★もったいないんだよこの時間。ずっーと。腹立つ。毎回美川たさんだーって騒ぐけど。知ってて来てるんだろ？
モグライダー,美川憲一,66,はい
モグライダー,美川憲一,67,用件だけ言うの
モグライダー,美川憲一,68,はい
モグライダー,美川憲一,69,美川さんは仕事中なんだから
モグライダー,美川憲一,70,はい
モグライダー,美川憲一,71,ブーン、パパラパーパパ♪パパラパラパラパーパパ♪、、
モグライダー,美川憲一,72,牡羊座ですか？
モグライダー,美川憲一,73,(首を横に振る芝)
モグライダー,美川憲一,74,牡牛座ですか？
モグライダー,美川憲一,75,(首を横に振る芝)
モグライダー,美川憲一,76,双子座ですか？
モグライダー,美川憲一,77,(首を横に振る芝)
モグライダー,美川憲一,78,蟹座ですか？
モグライダー,美川憲一,79,(首を横に振る芝)
モグライダー,美川憲一,80,獅子座ですか？
モグライダー,美川憲一,81,(首を横に振る芝)
モグライダー,美川憲一,82,えー、双子座ですか？
モグライダー,美川憲一,83,(首を横に振る芝)
モグライダー,美川憲一,84,天秤座ですか？
モグライダー,美川憲一,85,(首を横に振る芝)
モグライダー,美川憲一,86,乙女座ですか？あー違う。あー違う
モグライダー,美川憲一,87,いいえ私は♪さそり座の女♪
モグライダー,美川憲一,88,ちょっと待って
モグライダー,美川憲一,89,歌い出したら騒ぐなバカたれ。もう美川さんが歌入ったらこれはお黙り案件になるんだよ。何してんだお前？
モグライダー,美川憲一,90,間違えちゃった
モグライダー,美川憲一,91,どれの事言ってんだよ。間違え通しじゃないのだって。とりあえず双子座が2回出てくる訳ないんだよ
モグライダー,美川憲一,92,え？
モグライダー,美川憲一,93,前半後半で意味わかんねー。前半に1回だけだよ。当たり前だよ
モグライダー,美川憲一,94,牡羊座、牡牛座、双子座でしょ？
モグライダー,美川憲一,95,双子座で2本折ってんじゃねーかテメェ。だからややこしい訳わかんなくなるんだよ
モグライダー,美川憲一,96,そっかそっか
モグライダー,美川憲一,97,いいんだよ。2人で1本で
モグライダー,美川憲一,98,そうなの？
モグライダー,美川憲一,99,気使うな変なとこ
モグライダー,美川憲一,100,ブーン、パパラパーパパ♪パパラパラパラパーパパ♪、、
モグライダー,美川憲一,101,うわー美川だ
モグライダー,美川憲一,102,美川さんだよ。うるせーな
モグライダー,美川憲一,103,(自分に腹を立ててるともしげ)
モグライダー,美川憲一,104,大概にしろお前
モグライダー,美川憲一,105,わかってんだけど、、
モグライダー,美川憲一,106,お前がイラついてのは違うからな絶対。美川さんの職場にお邪魔してる格好なんだろ？
モグライダー,美川憲一,107,はい
モグライダー,美川憲一,108,お前がいる事が異常なんだからな
モグライダー,美川憲一,109,ブーン、パパラパーパパ♪パパラパラパラパーパパ♪、、
モグライダー,美川憲一,110,(祈るともしげ)
モグライダー,美川憲一,111,★テメェ。何でここまで来て運だけでイケるんだよ
モグライダー,美川憲一,112,すいません
モグライダー,美川憲一,113,頑張れねー奴が神社行ったってしょーがねーだろ
モグライダー,美川憲一,114,はい
モグライダー,美川憲一,115,Win-Winにしたいんだろうが
モグライダー,美川憲一,116,はい
モグライダー,美川憲一,117,食らいつけもっと
モグライダー,美川憲一,118,はい
モグライダー,美川憲一,119,お前の夢は何だ
モグライダー,美川憲一,120,さそり座の女になる可能性を全部消したいです
モグライダー,美川憲一,121,変な夢だな。しかし。叶えてみろ
モグライダー,美川憲一,122,はい
モグライダー,美川憲一,123,ブーン、パパラパーパパ♪パパラパラパラパーパパ♪、、
モグライダー,美川憲一,124,牡羊座ですか？
モグライダー,美川憲一,125,(首を横に振る芝)
モグライダー,美川憲一,126,牡牛座ですか？
モグライダー,美川憲一,127,(首を横に振る芝)
モグライダー,美川憲一,128,双子座ですか？
モグライダー,美川憲一,129,(首を横に振る芝)
モグライダー,美川憲一,130,蟹座ですか？
モグライダー,美川憲一,131,(首を横に振る芝)
モグライダー,美川憲一,132,獅子座ですか？
モグライダー,美川憲一,133,(首を横に振る芝)
モグライダー,美川憲一,134,乙女座ですか？
モグライダー,美川憲一,135,(首を横に振る芝)
モグライダー,美川憲一,136,天秤座ですか？
モグライダー,美川憲一,137,(首を横に振る芝)
モグライダー,美川憲一,138,さそり座ですか？
モグライダー,美川憲一,139,(首を縦に振る芝)
モグライダー,美川憲一,140,男ですか？
モグライダー,美川憲一,141,(首を横に振る芝)
モグライダー,美川憲一,142,てことは女ですよね？
モグライダー,美川憲一,143,(首を縦に振る芝)
モグライダー,美川憲一,144,★2人：そうよ私は♪さそり座の女♪
モグライダー,美川憲一,145,オイ待て。こんなんでいい訳ねーだろバカたれが。どうもありがとうございました
和牛,カリスマ美容師,0,どうも。えー和牛です。宜しくお願いします
和牛,カリスマ美容師,1,お願いします
和牛,カリスマ美容師,2,ありがとうございます
和牛,カリスマ美容師,3,あの髪切りに行くとね
和牛,カリスマ美容師,4,はいはい
和牛,カリスマ美容師,5,カリスマかなんか知らないすけど
和牛,カリスマ美容師,6,えー
和牛,カリスマ美容師,7,自分の良いと思ってる髪型をグイグイ勧めてくる美容師の人いません？
和牛,カリスマ美容師,8,例えばどういうことですか？
和牛,カリスマ美容師,9,なんかその、絶対前髪は切ったほうが良いですよ？とか
和牛,カリスマ美容師,10,ああ、ああ
和牛,カリスマ美容師,11,思い切ってもう色変えましょ？とか
和牛,カリスマ美容師,12,まあたまに何かこう色々言うてくる方もいるけどね
和牛,カリスマ美容師,13,ああいうのね、こう何てかわしていいかわかんないんすよね
和牛,カリスマ美容師,14,何てって、でもその髪型するつもりないんやったらしっかり断るしかないんやろね
和牛,カリスマ美容師,15,ちゃんと断れんの？
和牛,カリスマ美容師,16,ああもちろん断りますよ
和牛,カリスマ美容師,17,★えーいらっしゃいませ。宜しくお願いしまーす
和牛,カリスマ美容師,18,むちゃくちゃカリスマやな。この人絶対
和牛,カリスマ美容師,19,川西さんですよね？
和牛,カリスマ美容師,20,ああそうです
和牛,カリスマ美容師,21,えーっと4時に予約の川西さんですね
和牛,カリスマ美容師,22,(予約表をスゴいスピードでめくっている水田)
和牛,カリスマ美容師,23,予約の量スゴいっすね
和牛,カリスマ美容師,24,(予約表をスゴいスピードでめくっている水田)
和牛,カリスマ美容師,25,カリスマ、めくれどめくれど川西さん出てけーへんやんか。ガサっといけよ。ガサっとこう。そんなことせんと
和牛,カリスマ美容師,26,4時ですね
和牛,カリスマ美容師,27,ああそうですよ
和牛,カリスマ美容師,28,えーっと本日何回目でしたかね？何回目でしたかね？
和牛,カリスマ美容師,29,(もう一度カルテをめくっている水田)
和牛,カリスマ美容師,30,ああ、いい、いい、いい。時間かかんねんソレ。初回です
和牛,カリスマ美容師,31,初回？わかりました
和牛,カリスマ美容師,32,お願いします
和牛,カリスマ美容師,33,じゃあ今日どうしちゃいますか？
和牛,カリスマ美容師,34,どうしちゃうって言うか、まあ
和牛,カリスマ美容師,35,僕はどうしちゃいます？
和牛,カリスマ美容師,36,切れよ
和牛,カリスマ美容師,37,ああそうなんすか
和牛,カリスマ美容師,38,はいはい
和牛,カリスマ美容師,39,どんな感じで？
和牛,カリスマ美容師,40,"全体的に1,2センチくらい切ってもらえたらと思います"
和牛,カリスマ美容師,41,あー。いつもその感じですか？
和牛,カリスマ美容師,42,あーそうですね
和牛,カリスマ美容師,43,冒険してもいいかなって思うんすよ
和牛,カリスマ美容師,44,冒険っていうのは？
和牛,カリスマ美容師,45,まああの、横刈り上げてみるってのは
和牛,カリスマ美容師,46,あー
和牛,カリスマ美容師,47,はい
和牛,カリスマ美容師,48,何かまあ流行ってますよね。ソレってね
和牛,カリスマ美容師,49,あの刈り上げって言っても、横だけやって上で結構遊ばせる感じ
和牛,カリスマ美容師,50,えー。まあ何かツーブロックみたいな感じの流行ってますけどね
和牛,カリスマ美容師,51,似合うと思いますけどね
和牛,カリスマ美容師,52,でもあの僕大丈夫っすね
和牛,カリスマ美容師,53,あ、そうですか。わかりました。え？耳綺麗っすね。言われません？耳綺麗って
和牛,カリスマ美容師,54,耳？いやあんまないっすけど
和牛,カリスマ美容師,55,色も形も綺麗やし。ハリもあってみずみずしいですけどね
和牛,カリスマ美容師,56,野菜かなんか選んでんのか？お前。ぷにぷにぷにぷに触らんといてくれる？
和牛,カリスマ美容師,57,この耳やったら隠すのもったいないんで。刈り上げとかどうですか？
和牛,カリスマ美容師,58,刈り上げいいって言ってるやろ？お前
和牛,カリスマ美容師,59,(ビニールをかける水田)
和牛,カリスマ美容師,60,★どこでー。どこで被してくれてる？ビニール。目の前真っ白なったから
和牛,カリスマ美容師,61,すいません
和牛,カリスマ美容師,62,かくし芸みたいに引くなスッと。どうすんねんグッとなったら
和牛,カリスマ美容師,63,ならないと思って
和牛,カリスマ美容師,64,ならないと思って？ならないよ
和牛,カリスマ美容師,65,すいません
和牛,カリスマ美容師,66,いやええから切ってくれる。全体的に1.2センチ
和牛,カリスマ美容師,67,ていうかお客様、当店の今月100人目のお客様ですね
和牛,カリスマ美容師,68,あ、そうなん？
和牛,カリスマ美容師,69,当店では100人目のお客様に毎月無料券差し上げてるんすよ
和牛,カリスマ美容師,70,無料券？
和牛,カリスマ美容師,71,こちらのパンフレットに載ってある、割烹あやせってご存知です？
和牛,カリスマ美容師,72,割烹？いや知らないっすね
和牛,カリスマ美容師,73,こちらの中村料理長って方、50年のこの道ベテランなんすけど
和牛,カリスマ美容師,74,はあはあ
和牛,カリスマ美容師,75,ミシュランで2つ星とってるんすよ
和牛,カリスマ美容師,76,へー
和牛,カリスマ美容師,77,だから、この無料券を使っていただくと
和牛,カリスマ美容師,78,タダで食べれんの？
和牛,カリスマ美容師,79,あ、中村長と同じ髪型にしさせてもらえる
和牛,カリスマ美容師,80,刈り上げやないか。オイ。刈り上がっとるやないかい中村。帽子被ってるからわかりにくけど刈り上がってる事はわかる
和牛,カリスマ美容師,81,この人もね、スゴい耳綺麗なんすよ
和牛,カリスマ美容師,82,耳綺麗やから刈り上げてるんとちゃうこの人は
和牛,カリスマ美容師,83,耳は三ツ星って
和牛,カリスマ美容師,84,料理人やから刈り上げてる
和牛,カリスマ美容師,85,耳は三ツ星って言われてるんすよ
和牛,カリスマ美容師,86,なんやねんソレ
和牛,カリスマ美容師,87,耳シュラン、耳シュランでは
和牛,カリスマ美容師,88,なんや耳シュラン言うの。人の耳見て点数付けてんの気持ち悪、、
和牛,カリスマ美容師,89,(ビニールを被せる水田)
和牛,カリスマ美容師,90,★どこでー？せえもう早よ
和牛,カリスマ美容師,91,わかりました。じゃあ刈り上げて行きますね
和牛,カリスマ美容師,92,はあ？
和牛,カリスマ美容師,93,いや。あのものすごく似合うと思うんで。刈り上げて行きますね
和牛,カリスマ美容師,94,ココへ来てようシンプルに頼めたな。もうええで切らへんのやったら帰るで？
和牛,カリスマ美容師,95,わかりました。お客さん、刈り上げ見たことないでしょ？
和牛,カリスマ美容師,96,刈り上げは見たことある。なんならさっき中村の刈り上げを見た
和牛,カリスマ美容師,97,いやだから、自分がするかも？という目で刈り上げ見たことないでしょ？
和牛,カリスマ美容師,98,あーないよ。刈り上げる気がないからね
和牛,カリスマ美容師,99,そうでしょ
和牛,カリスマ美容師,100,おう
和牛,カリスマ美容師,101,いまそこでシャンプしてるお客様いるでしょ？
和牛,カリスマ美容師,102,おん
和牛,カリスマ美容師,103,あの人今から刈り上げるんで、一回そういう目で見てもらっていいですか？ほなわかると思うんです
和牛,カリスマ美容師,104,いやいや違う。あの人は刈り上げの注文入ってんの？
和牛,カリスマ美容師,105,入ってないっす
和牛,カリスマ美容師,106,アカンやないかほんなら
和牛,カリスマ美容師,107,パーマです
和牛,カリスマ美容師,108,★むちゃくちゃに怒るで？刈り上がっとるやないかーって。ワシパーマ言うたのに刈り上がっとるやないかーって
和牛,カリスマ美容師,109,(川西に指先を見る水田)
和牛,カリスマ美容師,110,なんかあるからこうしとるんと違う。指の先を追うな
和牛,カリスマ美容師,111,(ビニールを外す水田)
和牛,カリスマ美容師,112,なんで？グッといったらどうすんねんで？
和牛,カリスマ美容師,113,どっちかが刈り上がらんと。どっちが刈り上げるのって話です
和牛,カリスマ美容師,114,そんな話にいつなってん。どっちも刈り上がらんねん
和牛,カリスマ美容師,115,どっちも刈り上がらんとってのはない話です
和牛,カリスマ美容師,116,なんでないねん。ほんならもう帰るわ。ありがとう
和牛,カリスマ美容師,117,わかりました。お客さん
和牛,カリスマ美容師,118,わかってないねん。わかりましたをやめろ
和牛,カリスマ美容師,119,わかりました。お客さん
和牛,カリスマ美容師,120,わかってないからやめなさい
和牛,カリスマ美容師,121,うん。お客さんが1センチ刈り上げたら、僕3センチ刈り上げますよ？２センチ刈り上げたら６センチ刈り上げますよ？僕３倍いきますよ？
和牛,カリスマ美容師,122,それなんやねん。それは
和牛,カリスマ美容師,123,３倍ですよ
和牛,カリスマ美容師,124,僕の方が体張ってるんで是非どうぞみたいなやつ
和牛,カリスマ美容師,125,３倍っすよ
和牛,カリスマ美容師,126,知らんわ。ほないいよ。仮に刈り上げてくれ言うたらお前大体ここから８センチくらいいくわな
和牛,カリスマ美容師,127,８センチはいきたいです。はい
和牛,カリスマ美容師,128,★お前３倍やぞ？お前２４いかなあかんぞ？２４，２４いったらもう何かここで刈り上げ同士が重なり合う謎のゾーンが出来るよ？
和牛,カリスマ美容師,129,刈り上げの公倍数でしょ？
和牛,カリスマ美容師,130,どう言うかは知らんけど
和牛,カリスマ美容師,131,はい
和牛,カリスマ美容師,132,どうすんの？この刈り上げの公倍数の部分。どう処理すんの？
和牛,カリスマ美容師,133,剃ります
和牛,カリスマ美容師,134,★ええの？剃ってピーッと線入ってお前なんか貯金箱みたいになるよ。お前貯金箱なってええの？
和牛,カリスマ美容師,135,なります？貯金箱に？
和牛,カリスマ美容師,136,なるやろ貯金箱みたいに
