combi,neta,turn,speech
エバース,野球肘,37,肘寿司は、肘の上に寿司が乗ってるお寿司。これが肘寿司？
エバース,野球肘,38,食いてえ！
エバース,野球肘,39,食いてえってんだ。食いたくはねえだろ絶対。
エバース,野球肘,40,それ誰の肘なの？
エバース,野球肘,41,そんなん板前だろ！
エバース,野球肘,42,じゃあ、板前さんが自分でこうシャリ握って、その上に肘乗せて肘寿司って作るの？
エバース,野球肘,43,肘寿司があるとしたらそうなんじゃない？
エバース,野球肘,44,もうお寿司握れないじゃん。
エバース,野球肘,45,そうだよ、
エバース,野球肘,46,じゃあ最後のお寿司じゃん。
エバース,野球肘,47,「我が寿司人生に悔いはなし！」じゃん。
エバース,野球肘,48,それ、へいお待ちって出されて、これ食べんの？
エバース,野球肘,49,俺が頼んだんだったら食べるよ。肘を食べます。
エバース,野球肘,50,え、じゃあ板前さん肘痛めちゃうじゃん。
エバース,野球肘,51,肘痛めちゃう。
エバース,野球肘,52,じゃあ、この場合は町田のせいで肘痛めてるから町田肘ってこと？
エバース,野球肘,53,そう。
エバース,野球肘,54,あ、そう。
エバース,野球肘,55,それであってる。だって町田によって肘痛めてるから、町田肘で合ってる。
エバース,野球肘,56,え、肘町田じゃなくて？
エバース,野球肘,57,肘町田じゃねえ！
エバース,野球肘,58,じゃ、肘町田って何？
エバース,野球肘,59,肘町田は、俺の肘の写真が何百枚も並べられてて、それを引いてみた時にでっかい一枚の町田になってる。ザ・肘町田！それをTシャツにして着るんだ。
エバース,野球肘,60,着て～！
エバース,野球肘,61,着て～って何だよ。どうも、ありがとうございました。
ランジャタイ,谷村新司,0,谷村新司を知っているかい？
ランジャタイ,谷村新司,1,もちろん、 国民的スターね？
ランジャタイ,谷村新司,2,やつが好きでね
ランジャタイ,谷村新司,3,やつって言わないで
ランジャタイ,谷村新司,4,谷村新司さん、あの人の、あの背中に憧れて、追いかけて、なりたいと思って、やってきてるから。
ランジャタイ,谷村新司,5,なんで歌手やらないの？
ランジャタイ,谷村新司,6,芸人ならなれると思って
ランジャタイ,谷村新司,7,芸人じゃなれませんよ
ランジャタイ,谷村新司,8,いいですか？今日この会場に来たら谷村新司になれると聞いてやって参りました
ランジャタイ,谷村新司,9,間違った情報ですそれは
ランジャタイ,谷村新司,10,何回でも言います僕は。なれると聞いてやって参りました
ランジャタイ,谷村新司,11,情報間違ってる
ランジャタイ,谷村新司,12,みんなはもうなれたかな 谷村新司になれたかな？
ランジャタイ,谷村新司,13,そういうつもりで集まったメンバーじゃない
ランジャタイ,谷村新司,14,10年間、必死に頑張ってなりたいと思ってやってきました。谷村新司。ならせていただこうと思います
ランジャタイ,谷村新司,15,誰に言ってんの？
ランジャタイ,谷村新司,16,全、谷村新司に告ぐ
ランジャタイ,谷村新司,17,一人しかいない
ランジャタイ,谷村新司,18,今日から僕が谷村新司だ
ランジャタイ,谷村新司,19,どういうこと？
ランジャタイ,谷村新司,20,ちょっと準備の方させてください。あああ。お前は誰かって聞いてるよ？お前は誰なんだ？
ランジャタイ,谷村新司,21,自問自答？
ランジャタイ,谷村新司,22,谷村新司だ
ランジャタイ,谷村新司,23,違う
ランジャタイ,谷村新司,24,そうだぞ。谷村新司だぞ。谷村新司。だぞ？はっはっはっ！ちょび髭ついてるか？
ランジャタイ,谷村新司,25,ついてないよ
ランジャタイ,谷村新司,26,ちょび髭はついてるかい？
ランジャタイ,谷村新司,27,右だよ右
ランジャタイ,谷村新司,28,こっちだ
ランジャタイ,谷村新司,29,マイケル？
ランジャタイ,谷村新司,30,あ、びっくりした
ランジャタイ,谷村新司,31,どーも、あしたー
モグライダー,マイケルじゃんけん,0,マイケルジャクソン 知ってますか？
モグライダー,マイケルじゃんけん,1,そりゃ知ってるよ。世界で一番売れたでしょあの人
モグライダー,マイケルじゃんけん,2,King of コック ですね
モグライダー,マイケルじゃんけん,3,キングオブポップだよ。マイケルジャクソン。 何マイケルがどうしたの？
モグライダー,マイケルじゃんけん,4,マイケルが死んでもう10年以上経ってるんですよ
モグライダー,マイケルじゃんけん,5,そんな経つか。10を形で出すなよ気持ち悪いな。こうでいいだろ10なら
モグライダー,マイケルじゃんけん,6,だから今の子供達はマイケルの偉大さを知らないんですよ
モグライダー,マイケルじゃんけん,7,まあ見たことない子が多いだろうね.。もったいないね
モグライダー,マイケルじゃんけん,8,そういう子どもたちに偉大さを伝えるための「マイケルじゃんけん」というのを考えてきたから
モグライダー,マイケルじゃんけん,9,おう
モグライダー,マイケルじゃんけん,10,一緒にやりましょう
モグライダー,マイケルじゃんけん,11,なんか良さそうじゃん。グーチョキパーがマイケルの動きになってるみたいな
モグライダー,マイケルじゃんけん,12,そう
モグライダー,マイケルじゃんけん,13,楽しそう、教えてよ。マイケルのグーは？
モグライダー,マイケルじゃんけん,14,ポウ！
モグライダー,マイケルじゃんけん,15,マイケルって言ったらポウだもんね。チョキは？
モグライダー,マイケルじゃんけん,16,アァオ！
モグライダー,マイケルじゃんけん,17,アァオもイメージあるね。パーは？
モグライダー,マイケルじゃんけん,18,ンンンアァ！
モグライダー,マイケルじゃんけん,19,こっちのタイプが張らない方の。癇癪持ちみたいな時あるもんね。グーチョキパーで何作ろうみたいな歌あるじゃん？ああいうので教えたら子供覚えやすいんじゃない？ちょっと歌うからやってよ。さんハイ、グーチョキパーで、グーチョキパーで
モグライダー,マイケルじゃんけん,20,ポウ！アァオ！ンンンアァ、ポウ！アァオ！ンンンアァ
モグライダー,マイケルじゃんけん,21,やめてよやだなー。アァオ！アァーオって言ってるよ？ チョキチョーキになってるよ。パーやってないよ。パーは？パーは？
モグライダー,マイケルじゃんけん,22,パァーオ
モグライダー,マイケルじゃんけん,23,パァーオなんてなかったじゃん。パーが？パーが？
モグライダー,マイケルじゃんけん,24,ンンンアァ
モグライダー,マイケルじゃんけん,25,パーがグーぽいからややこいんだよ。 グーノーマルの2個出してるんだから。こっちがグーでこっちをパーにしたら？
モグライダー,マイケルじゃんけん,26,あぁ、なるほどね
モグライダー,マイケルじゃんけん,27,それで行こう。さんハイ。グーチョキパーで
モグライダー,マイケルじゃんけん,28,ポウ！パーン、ンンンアァ
モグライダー,マイケルじゃんけん,29,くちゃくちゃじゃねえか、ずーっと
モグライダー,マイケルじゃんけん,30,なに作ろう？
モグライダー,マイケルじゃんけん,31,できないよまだ何もそんなんじゃ
モグライダー,マイケルじゃんけん,32,なに作ろう？右手がポウ！で左手がアァオ！でカタツムリ
モグライダー,マイケルじゃんけん,33,アァオ！が上に来るわけねえだろ気持ちわりー
錦鯉,深夜の通販番組,0,どうもー！こんにちはー！
錦鯉,深夜の通販番組,1,うるせぇんだよ
錦鯉,深夜の通販番組,2,一文なし、参上！
錦鯉,深夜の通販番組,3,持ってこいよ。錦鯉です、お願いします
錦鯉,深夜の通販番組,4,お願いしまーす。ありがとうございますー。俺さ、深夜の通販番組やりたいんだよね
錦鯉,深夜の通販番組,5,あ、いいね。俺もやりたいよそれ
錦鯉,深夜の通販番組,6,ね？ちょっと見てて。
錦鯉,深夜の通販番組,7,おう
錦鯉,深夜の通販番組,8,よお！みんなごきげんいかが？俺はとってもご機嫌だぜえ。ハッハッハッハッハッハー
錦鯉,深夜の通販番組,9,まさかの外人タイプじゃねーかよお前
錦鯉,深夜の通販番組,10,俺の名はまさのり。みんな、とんでもねえブタ野郎って呼んでくれ
錦鯉,深夜の通販番組,11,呼びづれーよ。おめえが気持ちいいだけじゃねーかよ
錦鯉,深夜の通販番組,12,最初の商品はこちら。パーソナルコンピューター。略してナルプ
錦鯉,深夜の通販番組,13,どこ取ってんだよお前
錦鯉,深夜の通販番組,14,こちらのノートナルプ
錦鯉,深夜の通販番組,15,パソコンって言えよ
錦鯉,深夜の通販番組,16,なんと開いたり、閉じたりできるんだぜえ
錦鯉,深夜の通販番組,17,そういうもんなんだ
錦鯉,深夜の通販番組,18,何度でも開いたり閉じたりできるんだ
錦鯉,深夜の通販番組,19,もっと機能の説明とかしろって
錦鯉,深夜の通販番組,20,そして、開いた下には。わーお！ボタンがいっぱいだあ
錦鯉,深夜の通販番組,21,見たことねえのかよお前。パソコン、一回見てこいよ
錦鯉,深夜の通販番組,22,こんなにボタンがいっぱいなんて電卓以来だよね
錦鯉,深夜の通販番組,23,何と比べちゃってんだよ
錦鯉,深夜の通販番組,24,おっと失礼！歯が抜けた
錦鯉,深夜の通販番組,25,じゃあ帰れよお前。歯抜けた奴は帰れよもう
錦鯉,深夜の通販番組,26,さあ！本日は特別サービス、こちらの抜けた歯も付けちゃおう
錦鯉,深夜の通販番組,27,タダにしろ、タダにしろこれ
錦鯉,深夜の通販番組,28,さあ、次の商品はこちら
錦鯉,深夜の通販番組,29,なんだ？
錦鯉,深夜の通販番組,30,みんなー、健康に気をつかってるかい？はあ！血だ
錦鯉,深夜の通販番組,31,お前がつかえよ。心配だよ
錦鯉,深夜の通販番組,32,さあ商品はこちら
錦鯉,深夜の通販番組,33,なに？
錦鯉,深夜の通販番組,34,緑色の憎いやつだ
錦鯉,深夜の通販番組,35,青汁かなこれは？
錦鯉,深夜の通販番組,36,早速、飲んでみよう。うぐうぐうぐ
錦鯉,深夜の通販番組,37,ダメだは言っちゃダメだよ。不味いまでだよ
錦鯉,深夜の通販番組,38,これはダメだー！
錦鯉,深夜の通販番組,39,ダメだは言っちゃダメだって
錦鯉,深夜の通販番組,40,ウムウム
錦鯉,深夜の通販番組,41,ダメだは言っちゃダメだめなの
錦鯉,深夜の通販番組,42,さあ、こちらのダメ汁
錦鯉,深夜の通販番組,43,うるせーよお前
錦鯉,深夜の通販番組,44,本日は特別サービス。赤汁と黄汁も付けちゃおう
錦鯉,深夜の通販番組,45,なんだよ赤汁と黄汁っていうのはよ
錦鯉,深夜の通販番組,46,さあ次の商品はこちら
錦鯉,深夜の通販番組,47,赤汁と黄汁は何？
錦鯉,深夜の通販番組,48,これが最後の商品だ
錦鯉,深夜の通販番組,49,まずは赤汁と黄汁の説明からだよお前。なんなんだよ
錦鯉,深夜の通販番組,50,最後の商品はこちら
錦鯉,深夜の通販番組,51,なに？
錦鯉,深夜の通販番組,52,せの7、せの7です
錦鯉,深夜の通販番組,53,なんだせの7って
錦鯉,深夜の通販番組,54,こちら魚民中野店の靴箱で使えます
錦鯉,深夜の通販番組,55,返してこいよ。1人入れねえじゃねえかよお前よ
錦鯉,深夜の通販番組,56,さらに特別サービス！こちら、まの4も付けちゃおう
錦鯉,深夜の通販番組,57,2人入れねえじゃねーかよ、魚民の客単価が心配だよ
錦鯉,深夜の通販番組,58,さあ、本日の商品はここまでだ。クソして寝な！
錦鯉,深夜の通販番組,59,口がわりーよ、全然できないじゃん通販。無理だよ
錦鯉,深夜の通販番組,60,わかってたよ。俺が通販番組できないなんてさ。みんなもわかってたんだろう？わかっててわざと俺を泳がせて、あざ笑って。でも気にしないで、それが人間だから
錦鯉,深夜の通販番組,61,うるせーよ。どうもありがとう
TEAM BANANA,一周回って,0,どうもー
TEAM BANANA,一周回って,1,チームバナナです
TEAM BANANA,一周回って,2,お願いしまーす
TEAM BANANA,一周回って,3,私が山田と言いまして、
TEAM BANANA,一周回って,4,はい、藤本でーす
TEAM BANANA,一周回って,5,お願いしまーす
TEAM BANANA,一周回って,6,最近さ、私痩せようかなと思ってんの
TEAM BANANA,一周回って,7,え？どうしたの急に
TEAM BANANA,一周回って,8,こないださ、痩せたら可愛いと言われたのよ
TEAM BANANA,一周回って,9,あのー、嬉しそうにしてるとこ申し訳ないけど、太ってる人だいたい言われたことあるよ
TEAM BANANA,一周回って,10,ん？
TEAM BANANA,一周回って,11,うん。デブには痩せたら可愛い。ブスには肌キレイ。これ決まってるから
TEAM BANANA,一周回って,12,決まってんの？
TEAM BANANA,一周回って,13,決まってる。そろそろ義務教育で教えるんじゃないかってレベル
TEAM BANANA,一周回って,14,そんなに決まってる？
TEAM BANANA,一周回って,15,そんなに決まってるよ
TEAM BANANA,一周回って,16,中でも、私は痩せたら可愛いんじゃないかなぁと思ってんだけど
TEAM BANANA,一周回って,17,いや藤本はね、痩せたらね、普通
TEAM BANANA,一周回って,18,普通？
TEAM BANANA,一周回って,19,ブスじゃないですよね？もう普通、中の中ジャストって感じよ
TEAM BANANA,一周回って,20,まあでもね、私にはねどうしても痩せたい理由があるんですよ
TEAM BANANA,一周回って,21,えー？しつこい。なんでそんな痩せたいの？
TEAM BANANA,一周回って,22,私ね、痩せて絶対福士蒼汰くんと付き合いたいの
TEAM BANANA,一周回って,23,理由キモすぎて吐いちゃいそうです
TEAM BANANA,一周回って,24,うそうそうそうそ？でも私、本気で言ってるよ
TEAM BANANA,一周回って,25,まあでも、本気で言ってんだったら本気でアドバイスはしてもらうわ
TEAM BANANA,一周回って,26,なになになになに？
TEAM BANANA,一周回って,27,本気で福士蒼汰くんと付き合いたいんだったら、絶対に痩せたらダメよ
TEAM BANANA,一周回って,28,なんでー？
TEAM BANANA,一周回って,29,一周回ってチャンスってのがあるんじゃないかな
TEAM BANANA,一周回って,30,一周回ってチャンス？なにそれ？
TEAM BANANA,一周回って,31,分かんない？
TEAM BANANA,一周回って,32,分かんない
TEAM BANANA,一周回って,33,超絶イケメンが美人とばっかり付き合い過ぎて、美人に飽きて一周回ってデブとかブスとかと付き合うというありがたーいあれ
TEAM BANANA,一周回って,34,ありがたーい！なにそれ！
TEAM BANANA,一周回って,35,なんか街とかで見たことありません？すごいイケメンと「えっ？えっ？えーっ？」みたいな。女が手つないで歩いてるの
TEAM BANANA,一周回って,36,見たことある。え、でもさ何でそういうことが起こんのよ？
TEAM BANANA,一周回って,37,行き過ぎた人間ってのはね、時に訳の分からない行動をしたりするもんなのよ
TEAM BANANA,一周回って,38,そうなの？
TEAM BANANA,一周回って,39,そうそうそう。絶対痩せたらダメよ。痩せるってことは唯一の武器を捨てるってこと
TEAM BANANA,一周回って,40,あ、絶対ダメじゃん
TEAM BANANA,一周回って,41,絶対ダメ。歌ってー！なるから。JUJUは歌ってーってなるから
TEAM BANANA,一周回って,42,てことはさ、私何の努力もせずに、この姿のままで福士蒼汰くんと付き合える可能性があるってこと？
TEAM BANANA,一周回って,43,あるってことよ
TEAM BANANA,一周回って,44,嬉しいんだけどー
TEAM BANANA,一周回って,45,イェーイ！
TEAM BANANA,一周回って,46,イェーイ！
TEAM BANANA,一周回って,47,ヤッター！
TEAM BANANA,一周回って,48,ヤッター！
TEAM BANANA,一周回って,49,ドスコーイ！って
TEAM BANANA,一周回って,50,ドスコイ？
TEAM BANANA,一周回って,51,ほら
TEAM BANANA,一周回って,52,まあまあいいんだけど、ドスコーイ！
TEAM BANANA,一周回って,53,いいじゃん、カッコいいじゃん
TEAM BANANA,一周回って,54,なにがカッコいんだろう？
TEAM BANANA,一周回って,55,カッコいいよー
TEAM BANANA,一周回って,56,まあでも嬉しいです。すごい嬉しい
TEAM BANANA,一周回って,57,あ、でも言い忘れちゃったんだけど、万が一福士蒼汰くんと付き合えたとしても
TEAM BANANA,一周回って,58,うんうんうん
TEAM BANANA,一周回って,59,まあ最終的には、周りの目気にして痩せた美人と結婚するけどね
TEAM BANANA,一周回って,60,最悪じゃん、いい加減にして
TEAM BANANA,一周回って,61,どうもありがとうございました
ぼる塾,モテたい,0,どうもー、ぼる塾でーす
ぼる塾,モテたい,1,お願いしまーす
ぼる塾,モテたい,2,私たちですね。小学校からの幼馴染のハルちゃんとアンリと。そして、
ぼる塾,モテたい,3,私とアンリは25歳で田辺さんだけ36歳なんですよ
ぼる塾,モテたい,4,はい、でたーーー！すぐに若さアピールする女ー！
ぼる塾,モテたい,5,私たちが田辺さんに勝てるのは若さだけなんですよー
ぼる塾,モテたい,6,まあねー。最近私すぐ疲れちゃうの。なのに毎朝5時には必ず目が覚めちゃうわ
ぼる塾,モテたい,7,だいぶババアだ
ぼる塾,モテたい,8,はーい
ぼる塾,モテたい,9,ちょっと聞いてくださいよ
ぼる塾,モテたい,10,なによ？
ぼる塾,モテたい,11,私モテたいんですよね
ぼる塾,モテたい,12,ちょっとよく人前でそんなこと言えるねー。欲丸出しでみっともねぇよ
ぼる塾,モテたい,13,えー
ぼる塾,モテたい,14,私もモテたーい
ぼる塾,モテたい,15,がんばれー
ぼる塾,モテたい,16,ちょっとーなんでよー田辺さんもみっともないことを言ってるじゃん
ぼる塾,モテたい,17,田辺さんは36なんだからもうモテたいって叫ぶことしかできねーんだよ。最後まで足掻かしてやれよ
ぼる塾,モテたい,18,バカー！
ぼる塾,モテたい,19,田辺さんは努力家ってことですよ
ぼる塾,モテたい,20,まぁねぇ。年下の男にお揃いでマグカップ買ってあげるって言ったら俺の部屋狭いからって断られたわ
ぼる塾,モテたい,21,あるあるですね
ぼる塾,モテたい,22,でも私もモテるために学んだことあるんですよ
ぼる塾,モテたい,23,なーに？
ぼる塾,モテたい,24,可愛く怒る
ぼる塾,モテたい,25,はあ？
ぼる塾,モテたい,26,ひーどーいー
ぼる塾,モテたい,27,気持ち悪いなー。いい大人がぶりっ子なんかしてんじゃねーよー
ぼる塾,モテたい,28,え
ぼる塾,モテたい,29,ひどーい
ぼる塾,モテたい,30,さすがですー
ぼる塾,モテたい,31,なんでよ？田辺さんもぶりっ子してるじゃん！
ぼる塾,モテたい,32,これは湯切りだよ。ラーメン屋でしか見ねーだろ
ぼる塾,モテたい,33,バカー！
ぼる塾,モテたい,34,田辺さんは大人になんかならず夢見ててください
ぼる塾,モテたい,35,まぁねぇ。KAT-TUNの亀梨くんに壁ドンされる妄想すると夜も眠れないの。向こうは私が生きてることすら知らないのに。ウケる！ふふふふふ
ぼる塾,モテたい,36,はい
ぼる塾,モテたい,37,バーイ！
ぼる塾,モテたい,38,ありがとうございましたー
ダブルアート,グルメリポーター,0,どうもー！はい、僕たちがダブルアートでーす。お願いしまーす。
ダブルアート,グルメリポーター,1,ねー、ちょっとねー。グルメリポーターしたいなあと思ってね
ダブルアート,グルメリポーター,2,グルメリポーター良いじゃないですか。やってみましょうよ
ダブルアート,グルメリポーター,3,良いですか？
ダブルアート,グルメリポーター,4,はいはい
ダブルアート,グルメリポーター,5,ほな俺リポーターするから、お前ちょっと客席から見といて
ダブルアート,グルメリポーター,6,なんで見とかなあかんねん。
ダブルアート,グルメリポーター,7,なに驚いとんねんなにキスすんねん嫌な顔すな。なんやねん
ダブルアート,グルメリポーター,8,リポーターするから
ダブルアート,グルメリポーター,9,リポーターするんでしょ
ダブルアート,グルメリポーター,10,ほんで本番や思ってやるから
ダブルアート,グルメリポーター,11,はいはい
ダブルアート,グルメリポーター,12,お前カメラマンやって
ダブルアート,グルメリポーター,13,カメラマンやりますね僕
ダブルアート,グルメリポーター,14,ほんであかんとこあったら「あかん」って言って
ダブルアート,グルメリポーター,15,お、そこはほんならあかんって言います
ダブルアート,グルメリポーター,16,よし、とりあえず最後まで止めんとやらしてや
ダブルアート,グルメリポーター,17,わかりました
ダブルアート,グルメリポーター,18,さー！今話題の豚骨ラーメン屋ど根性ラーメンにやって参りましたー！うっうんっ、ちょっすいません、カッペッ！
ダブルアート,グルメリポーター,19,あかんでー。カメラの前でたん吐いたらあかんでー
ダブルアート,グルメリポーター,20,さー、一体どんな豚骨ラーメン屋なんでしょうねぇ。ガラガラ、くっさっ！
ダブルアート,グルメリポーター,21,あかんでー。そういう店あるけど、絶対言うたあかんでそれー
ダブルアート,グルメリポーター,22,こんにちは。大将、なんでそんな険しい顔してんすか？
ダブルアート,グルメリポーター,23,お前のせいやでー。臭いとか言うからやでー
ダブルアート,グルメリポーター,24,大将、僕ねここのラーメン屋来るのね
ダブルアート,グルメリポーター,25,絶対ラーメン頼まなあかんでー。ラーメンが有名や言うてたでー
ダブルアート,グルメリポーター,26,あぁ、さすが有名店ですね。サインいっぱいありますよ。見てください。貴乃花、松井和代さん、沢田研二さん、
ダブルアート,グルメリポーター,27,その問題起こした人ばっかピックアップしたらあかんでー
ダブルアート,グルメリポーター,28,すごいですねー。沢田研二さんやっぱり注文もドタキャンしたんですかねー
ダブルアート,グルメリポーター,29,いらんでーそのコメントー
ダブルアート,グルメリポーター,30,さ、チャーハン来ましたよー。
ダブルアート,グルメリポーター,31,高すぎるでー。撮りにくいからこっちが。すごい撮りにくいからー
ダブルアート,グルメリポーター,32,そんなん行儀悪いでそんなん座って食べたらー
ダブルアート,グルメリポーター,33,僕チャーハンにはめちゃくちゃうるさいですからね
ダブルアート,グルメリポーター,34,うるさいの意味ちゃうでー。うるさいってそういう意味ちゃうでー
ダブルアート,グルメリポーター,35,美味しいですねー。ほんまお口の中がゴミ箱やー
ダブルアート,グルメリポーター,36,絶対言うたあかんそんなん。悪口やからただの
ダブルアート,グルメリポーター,37,大将、なんでそんな怖い顔してんすか？
ダブルアート,グルメリポーター,38,お前のせいやだから。ゴミ箱とか言うからー
ダブルアート,グルメリポーター,39,大将ちょっと来てくださいよ。このチャーハン、めちゃくちゃ美味いやないすか！
ダブルアート,グルメリポーター,40,絶対しばいたらあかんでー。どんだけ美味くても大将の頭絶対しばいたらあかんでー
ダブルアート,グルメリポーター,41,大将、なんでビックリしてんすか？
ダブルアート,グルメリポーター,42,しばいたからや。しばかれたことないやろ今まで
ダブルアート,グルメリポーター,43,ついハゲてたんで
ダブルアート,グルメリポーター,44,いや、それ理由なってないから。全然理由なってないから
ダブルアート,グルメリポーター,45,ずっと何してんねんお前。全然できてへんがなお前
ダブルアート,グルメリポーター,46,でも、ちゃんとリポートできてたやん
ダブルアート,グルメリポーター,47,どこがやねん
ダブルアート,グルメリポーター,48,なに驚いとんねん。なんでキスすんねん。泳いでどこ行くねん。汽車で戻ってくな。もうええわー、どうもありがとうございましたー
風藤松原,やだね,0,どうもー、風藤松原ですお願いしまーす
風藤松原,やだね,1,どうもー、お願いします
風藤松原,やだね,2,なんの笑いが来たんでしょうかね。いやー、世の中嫌なことってあるよね
風藤松原,やだね,3,あるよね。この間、テレビに松岡修造が出ててさ
風藤松原,やだね,4,うん
風藤松原,やだね,5,すっげー、熱いテニスの熱血指導やってんの
風藤松原,やだね,6,あっそう
風藤松原,やだね,7,で、どんどん熱くなっていって
風藤松原,やだね,8,うん
風藤松原,やだね,9,その熱さがマックスになった時、俺ん家のブレーカーが落ちたんですよ
風藤松原,やだね,10,やだねー。それは消費電力を食ったってことかなー
風藤松原,やだね,11,相当食ったね
風藤松原,やだね,12,うん。ああそうだ
風藤松原,やだね,13,なに？
風藤松原,やだね,14,こないだ電車乗ってたらさ
風藤松原,やだね,15,うん
風藤松原,やだね,16,すっげーパンキッシュな人がいてね
風藤松原,やだね,17,あら
風藤松原,やだね,18,もう全身ピアスだらけなの
風藤松原,やだね,19,あらあら
風藤松原,やだね,20,で、耳に長ーい鎖のピアスつけてたんだけど
風藤松原,やだね,21,うん
風藤松原,やだね,22,隣にいたおじさんの付けてる磁気ネックレスにくっついてたんだ
風藤松原,やだね,23,やだねー。それはパンキッシュの度合いも半減しちゃうよねー
風藤松原,やだね,24,でも、そのおじさんもアクセサリーの一部だと考えたら、かなりのパンクだよねー
風藤松原,やだね,25,スケールでかいねー。あそうね。最近、近所に新しいファーストフードの店ができてさー
風藤松原,やだね,26,あそう
風藤松原,やだね,27,今キャンペーン中でハンバーガー半額、ポテト半額
風藤松原,やだね,28,やだねー。スマイルまで半分にしてほしくないよねー
風藤松原,やだね,29,「ふん、どうぞ」みたいな
風藤松原,やだね,30,小バカにされてるみたになっちゃよねー。最近家の近所にあるforeverっていう名前の店が潰れたの
風藤松原,やだね,31,やだねー。経営は永遠じゃなかったねー。「ふふふ」
風藤松原,やだね,32,ちょっと何笑ってんの？
風藤松原,やだね,33,ごめんなさい。思い出し作り笑い
風藤松原,やだね,34,だったら、今笑わなくていいよねー。あれ？そろそろ時間だって
風藤松原,やだね,35,やだねー。どうもありがとうございました
真空ジェシカ,命の授業,0,どーも弾丸ジャッキーでーす
真空ジェシカ,命の授業,1,わ！違う人です。真空ジェシカと申します。よろしくお願いしますー
真空ジェシカ,命の授業,2,ありがとうございます
真空ジェシカ,命の授業,3,ありがとうございますー
真空ジェシカ,命の授業,4,あの中学ん時に、命の授業というの受けてな
真空ジェシカ,命の授業,5,生き物が僕たちの食卓に並ぶまでを学ぶ授業みたいな
真空ジェシカ,命の授業,6,そうそう。であのー、クラスで生まれて間もないメス豚を飼育することになってな
真空ジェシカ,命の授業,7,まあメスだとしても一応子豚って言ってあげて
真空ジェシカ,命の授業,8,で、まず飼育するにあたって名前をどうしようかってことになって
真空ジェシカ,命の授業,9,はいはい
真空ジェシカ,命の授業,10,で、クラスのみんなにアンケートとって。それ集計した結果、名前は・・・付けた方がいいってことになった
真空ジェシカ,命の授業,11,まだその段階なの？
真空ジェシカ,命の授業,12,絶対つけようと
真空ジェシカ,命の授業,13,言うまでもなくだよ
真空ジェシカ,命の授業,14,それでみんなで可愛いがって
真空ジェシカ,命の授業,15,うん
真空ジェシカ,命の授業,16,そしたら卒業式の日に先生が「えー、今日でこのクラスの皆さんとお別れになります。そして、このメス豚ともお別れです」
真空ジェシカ,命の授業,17,まだ名前ついてないなぁ
