title,turn,speech
錦鯉【深夜の通販番組】,2,【関連】お笑い ボケの種類 18種
錦鯉【深夜の通販番組】,3,【関連】笑いが起きる法則（フリ・オチ・フォロー）とは
錦鯉【深夜の通販番組】,4,
錦鯉【深夜の通販番組】,5,長谷川：どうもー！こんにちはー！
錦鯉【深夜の通販番組】,6,渡辺：うるせぇんだよ
錦鯉【深夜の通販番組】,7,長谷川：一文なし、参上！（自虐ボケ）
錦鯉【深夜の通販番組】,8,渡辺：持ってこいよ。錦鯉です、お願いします
錦鯉【深夜の通販番組】,9,長谷川：お願いしまーす。ありがとうございますー。俺さ、深夜の通販番組やりたいんだよね
錦鯉【深夜の通販番組】,10,渡辺：あ、いいね。俺もやりたいよそれ
錦鯉【深夜の通販番組】,11,長谷川：ね？ちょっと見てて。
錦鯉【深夜の通販番組】,12,渡辺：おう
錦鯉【深夜の通販番組】,13,
錦鯉【深夜の通販番組】,14,長谷川：よお！みんなごきげんいかが？俺はとってもご機嫌だぜえ。ハッハッハッハッハッハー（なりきりボケフリ）
錦鯉【深夜の通販番組】,15,渡辺：まさかの外人タイプじゃねーかよお前
錦鯉【深夜の通販番組】,16,長谷川：俺の名はまさのり。みんな、とんでもねえブタ野郎って呼んでくれ（自虐ボケ）
錦鯉【深夜の通販番組】,17,渡辺：呼びづれーよ。おめえが気持ちいいだけじゃねーかよ
錦鯉【深夜の通販番組】,18,長谷川：最初の商品はこちら。パーソナルコンピューター。略してナルプ（裏切りボケ）
錦鯉【深夜の通販番組】,19,渡辺：どこ取ってんだよお前
錦鯉【深夜の通販番組】,20,長谷川：こちらのノートナルプ
錦鯉【深夜の通販番組】,21,渡辺：パソコンって言えよ
錦鯉【深夜の通販番組】,22,長谷川：なんと開いたり、閉じたりできるんだぜえ（なりきりボケ）
錦鯉【深夜の通販番組】,23,渡辺：そういうもんなんだ
錦鯉【深夜の通販番組】,24,長谷川：何度でも開いたり閉じたりできるんだ（なりきりボケ）
錦鯉【深夜の通販番組】,25,渡辺：もっと機能の説明とかしろって
錦鯉【深夜の通販番組】,26,長谷川：そして、開いた下には。わーお！ボタンがいっぱいだあ（なりきりボケ）
錦鯉【深夜の通販番組】,27,渡辺：見たことねえのかよお前。パソコン、一回見てこいよ
錦鯉【深夜の通販番組】,28,長谷川：こんなにボタンがいっぱいなんて電卓以来だよね（なりきりボケ）
錦鯉【深夜の通販番組】,29,渡辺：何と比べちゃってんだよ
錦鯉【深夜の通販番組】,30,長谷川：おっと失礼！歯が抜けた（自虐ボケ）（失礼ボケフリ）
錦鯉【深夜の通販番組】,31,渡辺：じゃあ帰れよお前。歯抜けた奴は帰れよもう
錦鯉【深夜の通販番組】,32,長谷川：さあ！本日は特別サービス、こちらの抜けた歯も付けちゃおう（失礼ボケ）
錦鯉【深夜の通販番組】,33,渡辺：タダにしろ、タダにしろこれ
錦鯉【深夜の通販番組】,34,
錦鯉【深夜の通販番組】,35,長谷川：さあ、次の商品はこちら
錦鯉【深夜の通販番組】,36,渡辺：なんだ？
錦鯉【深夜の通販番組】,37,長谷川：みんなー、健康に気をつかってるかい？はあ！血だ（裏切りボケ）
錦鯉【深夜の通販番組】,38,渡辺：お前がつかえよ。心配だよ
錦鯉【深夜の通販番組】,39,長谷川：さあ商品はこちら
錦鯉【深夜の通販番組】,40,渡辺：なに？
錦鯉【深夜の通販番組】,41,長谷川：緑色の憎いやつだ
錦鯉【深夜の通販番組】,42,渡辺：青汁かなこれは？
錦鯉【深夜の通販番組】,43,長谷川：早速、飲んでみよう。うぐうぐうぐ（飲む）、ダメだあ〜（失礼ボケ）
錦鯉【深夜の通販番組】,44,渡辺：ダメだは言っちゃダメだよ。不味いまでだよ
錦鯉【深夜の通販番組】,45,長谷川：これはダメだー！（失礼ボケ）
錦鯉【深夜の通販番組】,46,渡辺：ダメだは言っちゃダメだって
錦鯉【深夜の通販番組】,47,長谷川：ウムウム（飲む）…ダメだー！（かぶせ）
錦鯉【深夜の通販番組】,48,渡辺：ダメだは言っちゃダメだめなの
錦鯉【深夜の通販番組】,49,長谷川：さあ、こちらのダメ汁（失礼ボケ）
錦鯉【深夜の通販番組】,50,渡辺：うるせーよお前
錦鯉【深夜の通販番組】,51,
錦鯉【深夜の通販番組】,52,長谷川：本日は特別サービス。赤汁と黄汁も付けちゃおう（スカシボケフリ）
錦鯉【深夜の通販番組】,53,渡辺：なんだよ赤汁と黄汁っていうのはよ
錦鯉【深夜の通販番組】,54,長谷川：さあ次の商品はこちら（スカシボケ）
錦鯉【深夜の通販番組】,55,渡辺：赤汁と黄汁は何？
錦鯉【深夜の通販番組】,56,長谷川：これが最後の商品だ（スカシボケ）
錦鯉【深夜の通販番組】,57,渡辺：まずは赤汁と黄汁の説明からだよお前。なんなんだよ
錦鯉【深夜の通販番組】,58,
錦鯉【深夜の通販番組】,59,長谷川：最後の商品はこちら
錦鯉【深夜の通販番組】,60,渡辺：なに？
錦鯉【深夜の通販番組】,61,長谷川：せの7、せの7です（リアルボケフリ）
錦鯉【深夜の通販番組】,62,渡辺：なんだせの7って
錦鯉【深夜の通販番組】,63,長谷川：こちら魚民中野店の靴箱で使えます（リアルボケ）
錦鯉【深夜の通販番組】,64,渡辺：返してこいよ。1人入れねえじゃねえかよお前よ
錦鯉【深夜の通販番組】,65,長谷川：さらに特別サービス！こちら、まの4も付けちゃおう（リアルボケ）
錦鯉【深夜の通販番組】,66,渡辺：2人入れねえじゃねーかよ、魚民の客単価が心配だよ
錦鯉【深夜の通販番組】,67,長谷川：さあ、本日の商品はここまでだ。クソして寝な！（なりきりボケ）
錦鯉【深夜の通販番組】,68,渡辺：口がわりーよ、全然できないじゃん通販。無理だよ
錦鯉【深夜の通販番組】,69,長谷川：わかってたよ。俺が通販番組できないなんてさ。みんなもわかってたんだろう？わかっててわざと俺を泳がせて、あざ笑って。でも気にしないで、それが人間だから（キャラボケ）
錦鯉【深夜の通販番組】,70,渡辺：うるせーよ。どうもありがとう
TEAM BANANA【一周回って】,0,
TEAM BANANA【一周回って】,1,【関連】笑わせ方の根底にある「緊張の緩和」と「笑いの分類・サゲの分類」
TEAM BANANA【一周回って】,2,【関連】お笑い ボケの種類 18種
TEAM BANANA【一周回って】,3,【関連】笑いが起きる法則（フリ・オチ・フォロー）とは
TEAM BANANA【一周回って】,4,
TEAM BANANA【一周回って】,5,2人：どうもー
TEAM BANANA【一周回って】,6,山田：チームバナナです
TEAM BANANA【一周回って】,7,藤本：お願いしまーす
TEAM BANANA【一周回って】,8,山田：私が山田と言いまして、
TEAM BANANA【一周回って】,9,藤本：はい、藤本でーす
TEAM BANANA【一周回って】,10,2人：お願いしまーす
TEAM BANANA【一周回って】,11,藤本：最近さ、私痩せようかなと思ってんの（リアルボケフリ）
TEAM BANANA【一周回って】,12,山田：え？どうしたの急に
TEAM BANANA【一周回って】,13,藤本：こないださ、痩せたら可愛いと言われたのよ（リアルボケフリ）
TEAM BANANA【一周回って】,14,山田：あのー、嬉しそうにしてるとこ申し訳ないけど、太ってる人だいたい言われたことあるよ（リアルボケ）
TEAM BANANA【一周回って】,15,藤本：ん？
TEAM BANANA【一周回って】,16,山田：うん。デブには痩せたら可愛い。ブスには肌キレイ。これ決まってるから（リアルボケ）
TEAM BANANA【一周回って】,17,藤本：決まってんの？
TEAM BANANA【一周回って】,18,山田：決まってる。そろそろ義務教育で教えるんじゃないかってレベル（大げさボケ）
TEAM BANANA【一周回って】,19,藤本：そんなに決まってる？
TEAM BANANA【一周回って】,20,山田：そんなに決まってるよ
TEAM BANANA【一周回って】,21,
TEAM BANANA【一周回って】,22,藤本：中でも、私は痩せたら可愛いんじゃないかなぁと思ってんだけど（失礼ボケフリ）
TEAM BANANA【一周回って】,23,山田：いや藤本はね、痩せたらね、普通（失礼ボケ）
TEAM BANANA【一周回って】,24,藤本：普通？
TEAM BANANA【一周回って】,25,山田：ブスじゃないですよね？もう普通、中の中ジャストって感じよ（失礼ボケ）
TEAM BANANA【一周回って】,26,藤本：まあでもね、私にはねどうしても痩せたい理由があるんですよ
TEAM BANANA【一周回って】,27,山田：えー？しつこい。なんでそんな痩せたいの？
TEAM BANANA【一周回って】,28,藤本：私ね、痩せて絶対福士蒼汰くんと付き合いたいの
TEAM BANANA【一周回って】,29,山田：理由キモすぎて吐いちゃいそうです（なりきりボケ）
TEAM BANANA【一周回って】,30,藤本：うそうそうそうそ？でも私、本気で言ってるよ
TEAM BANANA【一周回って】,31,山田：まあでも、本気で言ってんだったら本気でアドバイスはしてもらうわ
TEAM BANANA【一周回って】,32,藤本：なになになになに？
TEAM BANANA【一周回って】,33,山田：本気で福士蒼汰くんと付き合いたいんだったら、絶対に痩せたらダメよ（リアルボケフリ）
TEAM BANANA【一周回って】,34,藤本：なんでー？
TEAM BANANA【一周回って】,35,
TEAM BANANA【一周回って】,36,山田：一周回ってチャンスってのがあるんじゃないかな（リアルボケフリ）
TEAM BANANA【一周回って】,37,藤本：一周回ってチャンス？なにそれ？
TEAM BANANA【一周回って】,38,山田：分かんない？
TEAM BANANA【一周回って】,39,藤本：分かんない
TEAM BANANA【一周回って】,40,山田：超絶イケメンが美人とばっかり付き合い過ぎて、美人に飽きて一周回ってデブとかブスとかと付き合うというありがたーいあれ（リアルボケ）
TEAM BANANA【一周回って】,41,藤本：ありがたーい！なにそれ！
TEAM BANANA【一周回って】,42,山田：なんか街とかで見たことありません？すごいイケメンと「えっ？えっ？えーっ？」みたいな。女が手つないで歩いてるの（リアルボケ）
TEAM BANANA【一周回って】,43,藤本：見たことある。え、でもさ何でそういうことが起こんのよ？
TEAM BANANA【一周回って】,44,山田：行き過ぎた人間ってのはね、時に訳の分からない行動をしたりするもんなのよ（リアルボケ）（大げさボケ）
TEAM BANANA【一周回って】,45,藤本：そうなの？
TEAM BANANA【一周回って】,46,山田：そうそうそう。絶対痩せたらダメよ。痩せるってことは唯一の武器を捨てるってこと（失礼ボケフリ）。歌わないJUJU（失礼ボケ）
TEAM BANANA【一周回って】,47,藤本：あ、絶対ダメじゃん
TEAM BANANA【一周回って】,48,山田：絶対ダメ。歌ってー！なるから。JUJUは歌ってーってなるから（失礼ボケ）
TEAM BANANA【一周回って】,49,
TEAM BANANA【一周回って】,50,藤本：てことはさ、私何の努力もせずに、この姿のままで福士蒼汰くんと付き合える可能性があるってこと？（失礼ボケフリ）
TEAM BANANA【一周回って】,51,山田：あるってことよ（失礼ボケフリ）
TEAM BANANA【一周回って】,52,藤本：嬉しいんだけどー
TEAM BANANA【一周回って】,53,山田：イェーイ！（失礼ボケフリ）
TEAM BANANA【一周回って】,54,藤本：イェーイ！
TEAM BANANA【一周回って】,55,山田：ヤッター！（失礼ボケフリ）
TEAM BANANA【一周回って】,56,藤本：ヤッター！
TEAM BANANA【一周回って】,57,山田：ドスコーイ！って（失礼ボケ）
TEAM BANANA【一周回って】,58,藤本：ドスコイ？
TEAM BANANA【一周回って】,59,山田：ほら
TEAM BANANA【一周回って】,60,藤本：まあまあいいんだけど、ドスコーイ！
TEAM BANANA【一周回って】,61,山田：いいじゃん、カッコいいじゃん
TEAM BANANA【一周回って】,62,藤本：なにがカッコいんだろう？
TEAM BANANA【一周回って】,63,山田：カッコいいよー
TEAM BANANA【一周回って】,64,藤本：まあでも嬉しいです。すごい嬉しい
TEAM BANANA【一周回って】,65,山田：あ、でも言い忘れちゃったんだけど、万が一福士蒼汰くんと付き合えたとしても（裏切りボケフリ）
TEAM BANANA【一周回って】,66,藤本：うんうんうん
TEAM BANANA【一周回って】,67,山田：まあ最終的には、周りの目気にして痩せた美人と結婚するけどね（裏切りボケ）（リアルボケ）
TEAM BANANA【一周回って】,68,藤本：最悪じゃん、いい加減にして
TEAM BANANA【一周回って】,69,2人：どうもありがとうございました
ぼる塾【モテたい】,0,
ぼる塾【モテたい】,1,【関連】笑わせ方の根底にある「緊張の緩和」と「笑いの分類・サゲの分類」
ぼる塾【モテたい】,2,【関連】お笑い ボケの種類 18種
ぼる塾【モテたい】,3,【関連】笑いが起きる法則（フリ・オチ・フォロー）とは
ぼる塾【モテたい】,4,
ぼる塾【モテたい】,5,はるか：どうもー、ぼる塾でーす
ぼる塾【モテたい】,6,3人：お願いしまーす
ぼる塾【モテたい】,7,あんり：私たちですね。小学校からの幼馴染のハルちゃんとアンリと。そして、
ぼる塾【モテたい】,8,はるか：私とアンリは25歳で田辺さんだけ36歳なんですよ（自虐ボケフリ）
ぼる塾【モテたい】,9,田辺さん：はい、でたーーー！すぐに若さアピールする女ー！（自虐ボケフリ）
ぼる塾【モテたい】,10,あんり：私たちが田辺さんに勝てるのは若さだけなんですよー
ぼる塾【モテたい】,11,田辺さん：まあねー。最近私すぐ疲れちゃうの。なのに毎朝5時には必ず目が覚めちゃうわ（自虐ボケ）
ぼる塾【モテたい】,12,あんり：だいぶババアだ
ぼる塾【モテたい】,13,田辺さん：はーい
ぼる塾【モテたい】,14,
ぼる塾【モテたい】,15,はるか：ちょっと聞いてくださいよ
ぼる塾【モテたい】,16,あんり：なによ？
ぼる塾【モテたい】,17,はるか：私モテたいんですよね（失礼ボケフリ）
ぼる塾【モテたい】,18,あんり：ちょっとよく人前でそんなこと言えるねー。欲丸出しでみっともねぇよ
ぼる塾【モテたい】,19,はるか：えー
ぼる塾【モテたい】,20,田辺さん：私もモテたーい（失礼ボケフリ）
ぼる塾【モテたい】,21,あんり：がんばれー
ぼる塾【モテたい】,22,はるか：ちょっとーなんでよー田辺さんもみっともないことを言ってるじゃん（失礼ボケフリ）
ぼる塾【モテたい】,23,あんり：田辺さんは36なんだからもうモテたいって叫ぶことしかできねーんだよ。最後まで足掻かしてやれよ（失礼ボケ）
ぼる塾【モテたい】,24,田辺さん：バカー！
ぼる塾【モテたい】,25,あんり：田辺さんは努力家ってことですよ
ぼる塾【モテたい】,26,田辺さん：まぁねぇ。年下の男にお揃いでマグカップ買ってあげるって言ったら俺の部屋狭いからって断られたわ（自虐ボケ）
ぼる塾【モテたい】,27,あんり：あるあるですね
ぼる塾【モテたい】,28,
ぼる塾【モテたい】,29,はるか：でも私もモテるために学んだことあるんですよ（失礼ボケフリ）
ぼる塾【モテたい】,30,あんり：なーに？
ぼる塾【モテたい】,31,はるか：可愛く怒る（失礼ボケフリ）
ぼる塾【モテたい】,32,あんり：はあ？
ぼる塾【モテたい】,33,はるか：ひーどーいー（失礼ボケフリ）
ぼる塾【モテたい】,34,あんり：気持ち悪いなー。いい大人がぶりっ子なんかしてんじゃねーよー
ぼる塾【モテたい】,35,はるか：え
ぼる塾【モテたい】,36,田辺さん：ひどーい（失礼ボケフリ）
