title,pos,name,turn,speech
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,69,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,70,ポムポムプリン？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,71,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,72,ぼんぼんりぼん？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,73,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,74,けろけろけろっぴ？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,75,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,76,コロコロクリリン？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,77,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,78,プカプカパラダイス？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,79,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,80,リルリルフェアリル？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,81,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,82,え？ジョージ？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,83,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,84,メアリー？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,85,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,86,みんなのたあ坊？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,87,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,88,タキシードサム？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,89,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,90,ハンギョドン？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,91,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,92,はんなり小町？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,93,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,94,ふんわりにゃんこ？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,95,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,96,歌舞伎にゃん太郎？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,97,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,98,ぽんぽこぽこぽん？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,99,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,100,ちょっと待てや！お前が可愛いと思ってたキャラクターって一体どれだよ！
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,101,思い出した！つば九郎だ！
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,102,お前それヤクルトスワローズじゃねえか！
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,103,え？あれ、ヤクルトスワローズなの？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,104,球団マスコットじゃねえか！
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,105,あ、そうなんだ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,106,お前、俺がどんな気持ちでみんなのたあ坊って言ったと思ってんだよ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,107,言ってたな
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,108,俺がどんな気持ちでリルリルフェアリルって言ったと思ってんだ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,109,言ってたな
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,110,俺がたまたまサンリオが好きだったから良かったけど
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,111,そうなんだ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,112,これを機に覚えろ。全然違うから
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,113,ごめん。全然違うんだ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,114,そうだよ、お前
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,115,あとさ、俺今度さ、気になってる女の子にプレゼント渡そうと思って
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,116,ま、男が選んだもんって女性納得しないけどなあれな
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,117,で、その子さ、欲しい口紅があるらしいんだけど
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,118,口紅？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,119,なんていうブランドの口紅だったか思い出せないんだよ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,120,もしかしてイヴ・サン・ローラン？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,121,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,122,シュウ・ウエムラ？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,123,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,124,アディクション？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,125,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,126,ジルスチュアート？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,127,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,128,コフレドール・グラン？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,129,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,130,クレ・ド・ポー ボーテ？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,131,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,132,シャネル？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,133,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,134,ケイト？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,135,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,136,マキアージュ？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,137,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,138,マジョリカ・マジョルカ？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,139,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,140,ロレアル パリ？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,141,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,142,メイベリン・ニューヨーク？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,143,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,144,レ・メルヴェイユーズ ラデュレ？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,145,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,146,レ・メルヴェイユーズ・ ラデュレ リキットルージュ？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,147,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,148,インテグレート グレイシィ？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,149,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,150,ちふれ？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,151,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,152,ちょっと待てやおい！お前プレゼントしたい口紅一体どれだよ？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,153,思い出した再春館製薬だ！
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,154,お前それ、ドモホルンリンクルじゃねえか！
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,155,え？あれ、ドモホルンリンクルなの？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,156,お前気になってるぐらいの女の子にドモホルリンクル攻めすぎだろお前！
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,157,攻めすぎなんだ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,158,そうだよお前
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,159,ごめん
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,160,ま、俺がたまたま口紅に好きだったからよかったけど
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,161,たまたま？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,162,たまたまだよ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,163,そうなんだ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,164,あと俺、さっきから正解がないアキネーターずっとやらされてる感じだからさ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,165,ごめん、ごめん
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,166,喉乾くわお前
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,167,そっか
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,168,そうだよ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,169,あとさ、俺ね、好きな数字が1つだけあるんだけどさ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,170,数字？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,171,それが何だったか思い出せないんだよ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,172,もしかして1？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,173,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,174,2？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,175,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,176,3？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,177,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,178,4？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,179,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,180,5？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,181,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,182,6？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,183,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,184,7？（目を見開く）
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,185,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,186,8？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,187,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,188,9？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,189,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,190,10？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,191,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,192,11？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,193,違う
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,194,ちょっと待てよ！みんな帰っちゃうよ！俺だったら帰るよ！こんなけわかんないやつ。数字11まで数えちゃったんだよ。お前の好きな数字一体なんだよ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,195,思い出した！12だ！
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,196,もったいないことしたな！？12？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,197,12
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,198,あとちょっとだったじゃねえか！
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,199,あとちょっとだったよ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,200,あと、7でテンション上がったのちょっと恥ずかしいかも
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,201,上がってたな
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,202,てか、お前さなんでそんな物忘れ激しいんだよ？
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,203,物忘れ激しい理由がさ、ちょっと思い出せないんだけどさ
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,r,渡辺,204,もういいです
【M-1グランプリ2023 1stラウンド】くらげ「物忘れ」,l,杉,205,どうもありがとうございました
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,0,ども、みなさんこんばんは。ダンビラムーチョです
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,1,こんばんは
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,2,ちょ、最近ね、あの、副業を始めようかなと思っててね
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,3,副業？何やんの？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,4,ちょっと、カラオケボックスをやろうかなと思って
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,5,カラオケボックス？あんま聞かないけどな
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,6,え、ちなみに普段さ、カラオケで何歌ったりする？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,7,俺はね、あの、BUMP OF CHICKENの天体観測大好きなんすよね
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,8,天体観測ね。そう。じゃ、ちょっと入れるわ
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,9,入れる？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,10,歌いなよ
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,11,どういうこと？どういうこと？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,12,（イントロのリズムを口ずさむ）
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,13,マジ？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,14,（Aメロのリズムを口ずさむ）
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,15,午前二時♪フミキリに♪望遠鏡を担いでった♪
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,16,（歌とリズムが重なっていく）
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,17,なんなんだよこれ！何これ？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,18,18kgCalです！
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,19,いや、いいよ！Cal最後に表示されるけど。え？これをカラオケって言ってんの？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,20,一応、こういった業態を考えてます
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,21,無理だよ！こんな業態じゃ
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,22,これの何がいいかって、設備投資にお金がかからないです
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,23,いや当たり前だろ！1人でタンツク♪タンツク♪言ってるだけなんだから
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,24,最近あの、新曲入ったけどどうする？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,25,いや、入るもクソもないだろ！
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,26,いや、YOASOBIのアイドルがとうとう入ったけど
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,27,いや、まま、好きは好きだけどさ
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,28,じゃ、歌いな？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,29,（イントロを口ずさむ）
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,30,無敵の笑顔で荒らすメディア♪
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,31,（歌と重なるがイントロのがでかくなる）
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,32,そっちがメインじゃねぇかな！？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,33,本日のゲストはUVERworldさんです
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,34,ちょ、何してんのちょっと！
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,35,よろしくお願いします。新曲のコンセプトなんですけど
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,36,DAMチャンネルとかいいから！おいおい！自家製DAMチャンネルなあ！
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,37,以上、元木大介でした
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,38,いや、MCやるわけないだろ元木！元木、絶対やんないから！
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,39,あとあの、ガイドボーカルモードっていうのもあんだよね
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,40,いや、モードとかでもないんだって！
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,41,あの、ここ押してくれたらガイドボーカルモードになるから（手のひらを向ける）
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,42,どういうこと？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,43,すごい楽しいから！ちょっと一回
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,44,ええ？（手のひらを叩く）
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,45,ガイドボーカァル！
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,46,何それ？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,47,（イントロを口ずさむ）
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,48,あ、GReeeeNのキセキね
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,49,（イントロを口ずさむ）
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,50,ガイドボーカル？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,51,いや、ただの友達！何二人で仲良く歌ってんの、これ
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,52,あと、エナアイモードってのがあるんだよね
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,53,何を言ってんのちょっと？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,54,あの、マライア・キャリーのクリスマス曲に限ってはエナアイモードが搭載されてるから
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,55,エナアイって何？
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,l,,56,すごい気持ち良いから、ちょっと1回。すごい気持ち良いから（手のひらを向ける）
【M-1グランプリ2023 1stラウンド】ダンビラムーチョ「カラオケボックス」,r,,57,何エナアイってほんと（叩く）
